PC,[M+CH3COO]-,[M-CH3]-,[M-choline]-,[M-R1CO]-,[M-R2CO]-,[M-R1COO-choline]-,[M-R2COO-choline]-,[R1COO]-,[R2COO]-,[Glycerophosphocholine-CH3-H2O]-,[Phosphocholine-CH3]-,[Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-
PC(17:0_20:3),856.6074,782.5706,711.4971,530.3253,494.3253,512.3147,476.3147,269.2487,305.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_20:4),854.5917,780.5549,709.4814,528.3096,494.3253,510.299,476.3147,269.2487,303.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_20:5),852.5761,778.5393,707.4658,526.294,494.3253,508.2834,476.3147,269.2487,301.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_21:0),876.67,802.6332,731.5597,550.3879,494.3253,532.3773,476.3147,269.2487,325.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_22:0),890.6856,816.6488,745.5753,564.4035,494.3253,546.3929,476.3147,269.2487,339.3269,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_22:1),888.67,814.6332,743.5597,562.3879,494.3253,544.3773,476.3147,269.2487,337.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_22:2),886.6543,812.6175,741.544,560.3722,494.3253,542.3616,476.3147,269.2487,335.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_22:3),884.6387,810.6019,739.5284,558.3566,494.3253,540.346,476.3147,269.2487,333.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_22:4),882.623,808.5862,737.5127,556.3409,494.3253,538.3303,476.3147,269.2487,331.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_22:5),880.6074,806.5706,735.4971,554.3253,494.3253,536.3147,476.3147,269.2487,329.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_22:6),878.5917,804.5549,733.4814,552.3096,494.3253,534.299,476.3147,269.2487,327.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_23:0),904.7013,830.6645,759.591,578.4192,494.3253,560.4086,476.3147,269.2487,353.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_24:0),918.7169,844.6801,773.6066,592.4348,494.3253,574.4242,476.3147,269.2487,367.3582,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_24:1),916.7013,842.6645,771.591,590.4192,494.3253,572.4086,476.3147,269.2487,365.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_25:0),932.7326,858.6958,787.6223,606.4505,494.3253,588.4399,476.3147,269.2487,381.3739,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_26:0),946.7482,872.7114,801.6379,620.4661,494.3253,602.4555,476.3147,269.2487,395.3895,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_17:1),816.576,742.5392,671.4657,492.3096,492.3096,474.299,474.299,267.233,267.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_17:2),814.5604,740.5236,669.4501,490.294,492.3096,472.2834,474.299,267.233,265.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_18:0),832.6073,758.5705,687.497,508.3409,492.3096,490.3303,474.299,267.233,283.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_18:1),830.5917,756.5549,685.4814,506.3253,492.3096,488.3147,474.299,267.233,281.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_18:2),828.576,754.5392,683.4657,504.3096,492.3096,486.299,474.299,267.233,279.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_18:3),826.5604,752.5236,681.4501,502.294,492.3096,484.2834,474.299,267.233,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_18:4),824.5447,750.5079,679.4344,500.2783,492.3096,482.2677,474.299,267.233,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_19:0),846.623,772.5862,701.5127,522.3566,492.3096,504.346,474.299,267.233,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_20:0),860.6386,786.6018,715.5283,536.3722,492.3096,518.3616,474.299,267.233,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_20:1),858.623,784.5862,713.5127,534.3566,492.3096,516.346,474.299,267.233,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_20:2),856.6073,782.5705,711.497,532.3409,492.3096,514.3303,474.299,267.233,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_20:3),854.5917,780.5549,709.4814,530.3253,492.3096,512.3147,474.299,267.233,305.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_20:4),852.576,778.5392,707.4657,528.3096,492.3096,510.299,474.299,267.233,303.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_20:5),850.5604,776.5236,705.4501,526.294,492.3096,508.2834,474.299,267.233,301.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_21:0),874.6543,800.6175,729.544,550.3879,492.3096,532.3773,474.299,267.233,325.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_22:0),888.6699,814.6331,743.5596,564.4035,492.3096,546.3929,474.299,267.233,339.3269,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_22:1),886.6543,812.6175,741.544,562.3879,492.3096,544.3773,474.299,267.233,337.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_22:2),884.6386,810.6018,739.5283,560.3722,492.3096,542.3616,474.299,267.233,335.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_22:3),882.623,808.5862,737.5127,558.3566,492.3096,540.346,474.299,267.233,333.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_22:4),880.6073,806.5705,735.497,556.3409,492.3096,538.3303,474.299,267.233,331.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_22:5),878.5917,804.5549,733.4814,554.3253,492.3096,536.3147,474.299,267.233,329.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_22:6),876.576,802.5392,731.4657,552.3096,492.3096,534.299,474.299,267.233,327.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_23:0),902.6856,828.6488,757.5753,578.4192,492.3096,560.4086,474.299,267.233,353.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_24:0),916.7012,842.6644,771.5909,592.4348,492.3096,574.4242,474.299,267.233,367.3582,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_24:1),914.6856,840.6488,769.5753,590.4192,492.3096,572.4086,474.299,267.233,365.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_25:0),930.7169,856.6801,785.6066,606.4505,492.3096,588.4399,474.299,267.233,381.3739,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:1_26:0),944.7325,870.6957,799.6222,620.4661,492.3096,602.4555,474.299,267.233,395.3895,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_17:2),812.5448,738.508,667.4345,490.294,490.294,472.2834,472.2834,265.2174,265.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_18:0),830.5917,756.5549,685.4814,508.3409,490.294,490.3303,472.2834,265.2174,283.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_18:1),828.5761,754.5393,683.4658,506.3253,490.294,488.3147,472.2834,265.2174,281.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_18:2),826.5604,752.5236,681.4501,504.3096,490.294,486.299,472.2834,265.2174,279.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_18:3),824.5448,750.508,679.4345,502.294,490.294,484.2834,472.2834,265.2174,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_18:4),822.5291,748.4923,677.4188,500.2783,490.294,482.2677,472.2834,265.2174,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_19:0),844.6074,770.5706,699.4971,522.3566,490.294,504.346,472.2834,265.2174,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_20:0),858.623,784.5862,713.5127,536.3722,490.294,518.3616,472.2834,265.2174,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_20:1),856.6074,782.5706,711.4971,534.3566,490.294,516.346,472.2834,265.2174,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_20:2),854.5917,780.5549,709.4814,532.3409,490.294,514.3303,472.2834,265.2174,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_20:3),852.5761,778.5393,707.4658,530.3253,490.294,512.3147,472.2834,265.2174,305.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_20:4),850.5604,776.5236,705.4501,528.3096,490.294,510.299,472.2834,265.2174,303.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_20:5),848.5448,774.508,703.4345,526.294,490.294,508.2834,472.2834,265.2174,301.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_21:0),872.6387,798.6019,727.5284,550.3879,490.294,532.3773,472.2834,265.2174,325.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_22:0),886.6543,812.6175,741.544,564.4035,490.294,546.3929,472.2834,265.2174,339.3269,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_22:1),884.6387,810.6019,739.5284,562.3879,490.294,544.3773,472.2834,265.2174,337.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_22:2),882.623,808.5862,737.5127,560.3722,490.294,542.3616,472.2834,265.2174,335.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_22:3),880.6074,806.5706,735.4971,558.3566,490.294,540.346,472.2834,265.2174,333.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_22:4),878.5917,804.5549,733.4814,556.3409,490.294,538.3303,472.2834,265.2174,331.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_22:5),876.5761,802.5393,731.4658,554.3253,490.294,536.3147,472.2834,265.2174,329.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_22:6),874.5604,800.5236,729.4501,552.3096,490.294,534.299,472.2834,265.2174,327.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_23:0),900.67,826.6332,755.5597,578.4192,490.294,560.4086,472.2834,265.2174,353.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_24:0),914.6856,840.6488,769.5753,592.4348,490.294,574.4242,472.2834,265.2174,367.3582,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_24:1),912.67,838.6332,767.5597,590.4192,490.294,572.4086,472.2834,265.2174,365.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_25:0),928.7013,854.6645,783.591,606.4505,490.294,588.4399,472.2834,265.2174,381.3739,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:2_26:0),942.7169,868.6801,797.6066,620.4661,490.294,602.4555,472.2834,265.2174,395.3895,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_18:0),848.6386,774.6018,703.5283,508.3409,508.3409,490.3303,490.3303,283.2643,283.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_18:1),846.623,772.5862,701.5127,506.3253,508.3409,488.3147,490.3303,283.2643,281.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_18:2),844.6073,770.5705,699.497,504.3096,508.3409,486.299,490.3303,283.2643,279.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_18:3),842.5917,768.5549,697.4814,502.294,508.3409,484.2834,490.3303,283.2643,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_18:4),840.576,766.5392,695.4657,500.2783,508.3409,482.2677,490.3303,283.2643,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_19:0),862.6543,788.6175,717.544,522.3566,508.3409,504.346,490.3303,283.2643,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_20:0),876.6699,802.6331,731.5596,536.3722,508.3409,518.3616,490.3303,283.2643,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_20:1),874.6543,800.6175,729.544,534.3566,508.3409,516.346,490.3303,283.2643,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_20:2),872.6386,798.6018,727.5283,532.3409,508.3409,514.3303,490.3303,283.2643,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_20:3),870.623,796.5862,725.5127,530.3253,508.3409,512.3147,490.3303,283.2643,305.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_20:4),868.6073,794.5705,723.497,528.3096,508.3409,510.299,490.3303,283.2643,303.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_20:5),866.5917,792.5549,721.4814,526.294,508.3409,508.2834,490.3303,283.2643,301.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_21:0),890.6856,816.6488,745.5753,550.3879,508.3409,532.3773,490.3303,283.2643,325.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_22:0),904.7012,830.6644,759.5909,564.4035,508.3409,546.3929,490.3303,283.2643,339.3269,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_22:1),902.6856,828.6488,757.5753,562.3879,508.3409,544.3773,490.3303,283.2643,337.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_22:2),900.6699,826.6331,755.5596,560.3722,508.3409,542.3616,490.3303,283.2643,335.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_22:3),898.6543,824.6175,753.544,558.3566,508.3409,540.346,490.3303,283.2643,333.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_22:4),896.6386,822.6018,751.5283,556.3409,508.3409,538.3303,490.3303,283.2643,331.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_22:5),894.623,820.5862,749.5127,554.3253,508.3409,536.3147,490.3303,283.2643,329.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_22:6),892.6073,818.5705,747.497,552.3096,508.3409,534.299,490.3303,283.2643,327.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_23:0),918.7169,844.6801,773.6066,578.4192,508.3409,560.4086,490.3303,283.2643,353.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_24:0),932.7325,858.6957,787.6222,592.4348,508.3409,574.4242,490.3303,283.2643,367.3582,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_24:1),930.7169,856.6801,785.6066,590.4192,508.3409,572.4086,490.3303,283.2643,365.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_25:0),946.7482,872.7114,801.6379,606.4505,508.3409,588.4399,490.3303,283.2643,381.3739,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:0_26:0),960.7638,886.727,815.6535,620.4661,508.3409,602.4555,490.3303,283.2643,395.3895,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_18:1),844.6074,770.5706,699.4971,506.3253,506.3253,488.3147,488.3147,281.2487,281.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_18:2),842.5917,768.5549,697.4814,504.3096,506.3253,486.299,488.3147,281.2487,279.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_18:3),840.5761,766.5393,695.4658,502.294,506.3253,484.2834,488.3147,281.2487,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_18:4),838.5604,764.5236,693.4501,500.2783,506.3253,482.2677,488.3147,281.2487,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_19:0),860.6387,786.6019,715.5284,522.3566,506.3253,504.346,488.3147,281.2487,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_20:0),874.6543,800.6175,729.544,536.3722,506.3253,518.3616,488.3147,281.2487,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_20:1),872.6387,798.6019,727.5284,534.3566,506.3253,516.346,488.3147,281.2487,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_20:2),870.623,796.5862,725.5127,532.3409,506.3253,514.3303,488.3147,281.2487,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_20:3),868.6074,794.5706,723.4971,530.3253,506.3253,512.3147,488.3147,281.2487,305.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_20:4),866.5917,792.5549,721.4814,528.3096,506.3253,510.299,488.3147,281.2487,303.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_20:5),864.5761,790.5393,719.4658,526.294,506.3253,508.2834,488.3147,281.2487,301.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_21:0),888.67,814.6332,743.5597,550.3879,506.3253,532.3773,488.3147,281.2487,325.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_22:0),902.6856,828.6488,757.5753,564.4035,506.3253,546.3929,488.3147,281.2487,339.3269,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_22:1),900.67,826.6332,755.5597,562.3879,506.3253,544.3773,488.3147,281.2487,337.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_22:2),898.6543,824.6175,753.544,560.3722,506.3253,542.3616,488.3147,281.2487,335.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_22:3),896.6387,822.6019,751.5284,558.3566,506.3253,540.346,488.3147,281.2487,333.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_22:4),894.623,820.5862,749.5127,556.3409,506.3253,538.3303,488.3147,281.2487,331.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_22:5),892.6074,818.5706,747.4971,554.3253,506.3253,536.3147,488.3147,281.2487,329.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_22:6),890.5917,816.5549,745.4814,552.3096,506.3253,534.299,488.3147,281.2487,327.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_23:0),916.7013,842.6645,771.591,578.4192,506.3253,560.4086,488.3147,281.2487,353.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_24:0),930.7169,856.6801,785.6066,592.4348,506.3253,574.4242,488.3147,281.2487,367.3582,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_24:1),928.7013,854.6645,783.591,590.4192,506.3253,572.4086,488.3147,281.2487,365.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_25:0),944.7326,870.6958,799.6223,606.4505,506.3253,588.4399,488.3147,281.2487,381.3739,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:1_26:0),958.7482,884.7114,813.6379,620.4661,506.3253,602.4555,488.3147,281.2487,395.3895,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_18:2),840.576,766.5392,695.4657,504.3096,504.3096,486.299,486.299,279.233,279.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_18:3),838.5604,764.5236,693.4501,502.294,504.3096,484.2834,486.299,279.233,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_18:4),836.5447,762.5079,691.4344,500.2783,504.3096,482.2677,486.299,279.233,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_19:0),858.623,784.5862,713.5127,522.3566,504.3096,504.346,486.299,279.233,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_20:0),872.6386,798.6018,727.5283,536.3722,504.3096,518.3616,486.299,279.233,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_20:1),870.623,796.5862,725.5127,534.3566,504.3096,516.346,486.299,279.233,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_20:2),868.6073,794.5705,723.497,532.3409,504.3096,514.3303,486.299,279.233,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_20:3),866.5917,792.5549,721.4814,530.3253,504.3096,512.3147,486.299,279.233,305.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_20:4),864.576,790.5392,719.4657,528.3096,504.3096,510.299,486.299,279.233,303.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_20:5),862.5604,788.5236,717.4501,526.294,504.3096,508.2834,486.299,279.233,301.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_21:0),886.6543,812.6175,741.544,550.3879,504.3096,532.3773,486.299,279.233,325.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_22:0),900.6699,826.6331,755.5596,564.4035,504.3096,546.3929,486.299,279.233,339.3269,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_22:1),898.6543,824.6175,753.544,562.3879,504.3096,544.3773,486.299,279.233,337.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_22:2),896.6386,822.6018,751.5283,560.3722,504.3096,542.3616,486.299,279.233,335.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_22:3),894.623,820.5862,749.5127,558.3566,504.3096,540.346,486.299,279.233,333.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_22:4),892.6073,818.5705,747.497,556.3409,504.3096,538.3303,486.299,279.233,331.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_22:5),890.5917,816.5549,745.4814,554.3253,504.3096,536.3147,486.299,279.233,329.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_22:6),888.576,814.5392,743.4657,552.3096,504.3096,534.299,486.299,279.233,327.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_23:0),914.6856,840.6488,769.5753,578.4192,504.3096,560.4086,486.299,279.233,353.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_24:0),928.7012,854.6644,783.5909,592.4348,504.3096,574.4242,486.299,279.233,367.3582,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_24:1),926.6856,852.6488,781.5753,590.4192,504.3096,572.4086,486.299,279.233,365.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_25:0),942.7169,868.6801,797.6066,606.4505,504.3096,588.4399,486.299,279.233,381.3739,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:2_26:0),956.7325,882.6957,811.6222,620.4661,504.3096,602.4555,486.299,279.233,395.3895,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:3_18:3),836.5448,762.508,691.4345,502.294,502.294,484.2834,484.2834,277.2174,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:3_18:4),834.5291,760.4923,689.4188,500.2783,502.294,482.2677,484.2834,277.2174,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:3_19:0),856.6074,782.5706,711.4971,522.3566,502.294,504.346,484.2834,277.2174,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:3_20:0),870.623,796.5862,725.5127,536.3722,502.294,518.3616,484.2834,277.2174,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:3_20:1),868.6074,794.5706,723.4971,534.3566,502.294,516.346,484.2834,277.2174,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(18:3_20:2),866.5917,792.5549,721.4814,532.3409,502.294,514.3303,484.2834,277.2174,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
