PI,[M-H]-,[M-Inositol]-,[M-T1RCH=C=O]-,[M-T2RCH=C=O]-,[M-T1RCOOH]-,[M-T2RCOOH]-,[M-T1RCH=C=O-Inositol]-,[M-T2RCH=C=O-Inositol]-,[M-T1RCOOH-Inositol]-,[M-T2RCOOH-Inositol]-,[T1_RCOO]-,[T2_RCOO]-,[Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-,[PI]-,[PI-H2O]-,[PI-2H2O]-,[Glycerophosphoinositol-H2O]-,[Glycerophosphoinositol-2H2O]-
PI(18:3_19:0),873.55002,711.49718,613.33595,593.27335,595.32539,575.26279,451.28311,431.22051,433.27255,413.20995,277.21735,297.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_20:0),887.56562,725.51278,627.35155,593.27335,609.34099,575.26279,465.29871,431.22051,447.28815,413.20995,277.21735,311.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_20:1),885.55002,723.49718,625.33595,593.27335,607.32539,575.26279,463.28311,431.22051,445.27255,413.20995,277.21735,309.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_20:2),883.53432,721.48148,623.32025,593.27335,605.30969,575.26279,461.26741,431.22051,443.25685,413.20995,277.21735,307.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_20:3),881.51872,719.46588,621.30465,593.27335,603.29409,575.26279,459.25181,431.22051,441.24125,413.20995,277.21735,305.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_20:4),879.50302,717.45018,619.28895,593.27335,601.27839,575.26279,457.23611,431.22051,439.22555,413.20995,277.21735,303.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_20:5),877.48742,715.43458,617.27335,593.27335,599.26279,575.26279,455.22051,431.22051,437.20995,413.20995,277.21735,301.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_21:0),901.58132,739.52848,641.36725,593.27335,623.35669,575.26279,479.31441,431.22051,461.30385,413.20995,277.21735,325.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_22:0),915.59692,753.54408,655.38285,593.27335,637.37229,575.26279,493.33001,431.22051,475.31945,413.20995,277.21735,339.32685,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_22:1),913.58132,751.52848,653.36725,593.27335,635.35669,575.26279,491.31441,431.22051,473.30385,413.20995,277.21735,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_22:2),911.56562,749.51278,651.35155,593.27335,633.34099,575.26279,489.29871,431.22051,471.28815,413.20995,277.21735,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_22:3),909.55002,747.49718,649.33595,593.27335,631.32539,575.26279,487.28311,431.22051,469.27255,413.20995,277.21735,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_22:4),907.53432,745.48148,647.32025,593.27335,629.30969,575.26279,485.26741,431.22051,467.25685,413.20995,277.21735,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_22:5),905.51872,743.46588,645.30465,593.27335,627.29409,575.26279,483.25181,431.22051,465.24125,413.20995,277.21735,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_22:6),903.50302,741.45018,643.28895,593.27335,625.27839,575.26279,481.23611,431.22051,463.22555,413.20995,277.21735,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_23:0),929.61262,767.55978,669.39855,593.27335,651.38799,575.26279,507.34571,431.22051,489.33515,413.20995,277.21735,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_24:0),943.62822,781.57538,683.41415,593.27335,665.40359,575.26279,521.36131,431.22051,503.35075,413.20995,277.21735,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_24:1),941.61262,779.55978,681.39855,593.27335,663.38799,575.26279,519.34571,431.22051,501.33515,413.20995,277.21735,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_25:0),957.64392,795.59108,697.42985,593.27335,679.41929,575.26279,535.37701,431.22051,517.36645,413.20995,277.21735,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_26:0),971.65952,809.60668,711.44545,593.27335,693.43489,575.26279,549.39261,431.22051,531.38205,413.20995,277.21735,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_18:4),849.45602,687.40318,591.25765,591.25765,573.24709,573.24709,429.20481,429.20481,411.19425,411.19425,275.20165,275.20165,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_19:0),871.53432,709.48148,613.33595,591.25765,595.32539,573.24709,451.28311,429.20481,433.27255,411.19425,275.20165,297.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_20:0),885.54992,723.49708,627.35155,591.25765,609.34099,573.24709,465.29871,429.20481,447.28815,411.19425,275.20165,311.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_20:1),883.53432,721.48148,625.33595,591.25765,607.32539,573.24709,463.28311,429.20481,445.27255,411.19425,275.20165,309.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_20:2),881.51862,719.46578,623.32025,591.25765,605.30969,573.24709,461.26741,429.20481,443.25685,411.19425,275.20165,307.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_20:3),879.50302,717.45018,621.30465,591.25765,603.29409,573.24709,459.25181,429.20481,441.24125,411.19425,275.20165,305.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_20:4),877.48732,715.43448,619.28895,591.25765,601.27839,573.24709,457.23611,429.20481,439.22555,411.19425,275.20165,303.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_20:5),875.47172,713.41888,617.27335,591.25765,599.26279,573.24709,455.22051,429.20481,437.20995,411.19425,275.20165,301.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_21:0),899.56562,737.51278,641.36725,591.25765,623.35669,573.24709,479.31441,429.20481,461.30385,411.19425,275.20165,325.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_22:0),913.58122,751.52838,655.38285,591.25765,637.37229,573.24709,493.33001,429.20481,475.31945,411.19425,275.20165,339.32685,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_22:1),911.56562,749.51278,653.36725,591.25765,635.35669,573.24709,491.31441,429.20481,473.30385,411.19425,275.20165,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_22:2),909.54992,747.49708,651.35155,591.25765,633.34099,573.24709,489.29871,429.20481,471.28815,411.19425,275.20165,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_22:3),907.53432,745.48148,649.33595,591.25765,631.32539,573.24709,487.28311,429.20481,469.27255,411.19425,275.20165,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_22:4),905.51862,743.46578,647.32025,591.25765,629.30969,573.24709,485.26741,429.20481,467.25685,411.19425,275.20165,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_22:5),903.50302,741.45018,645.30465,591.25765,627.29409,573.24709,483.25181,429.20481,465.24125,411.19425,275.20165,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_22:6),901.48732,739.43448,643.28895,591.25765,625.27839,573.24709,481.23611,429.20481,463.22555,411.19425,275.20165,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_23:0),927.59692,765.54408,669.39855,591.25765,651.38799,573.24709,507.34571,429.20481,489.33515,411.19425,275.20165,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_24:0),941.61252,779.55968,683.41415,591.25765,665.40359,573.24709,521.36131,429.20481,503.35075,411.19425,275.20165,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_24:1),939.59692,777.54408,681.39855,591.25765,663.38799,573.24709,519.34571,429.20481,501.33515,411.19425,275.20165,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_25:0),955.62822,793.57538,697.42985,591.25765,679.41929,573.24709,535.37701,429.20481,517.36645,411.19425,275.20165,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:4_26:0),969.64382,807.59098,711.44545,591.25765,693.43489,573.24709,549.39261,429.20481,531.38205,411.19425,275.20165,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_19:0),893.61262,731.55978,613.33595,613.33595,595.32539,595.32539,451.28311,451.28311,433.27255,433.27255,297.27995,297.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_20:0),907.62822,745.57538,627.35155,613.33595,609.34099,595.32539,465.29871,451.28311,447.28815,433.27255,297.27995,311.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_20:1),905.61262,743.55978,625.33595,613.33595,607.32539,595.32539,463.28311,451.28311,445.27255,433.27255,297.27995,309.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_20:2),903.59692,741.54408,623.32025,613.33595,605.30969,595.32539,461.26741,451.28311,443.25685,433.27255,297.27995,307.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_20:3),901.58132,739.52848,621.30465,613.33595,603.29409,595.32539,459.25181,451.28311,441.24125,433.27255,297.27995,305.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_20:4),899.56562,737.51278,619.28895,613.33595,601.27839,595.32539,457.23611,451.28311,439.22555,433.27255,297.27995,303.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_20:5),897.55002,735.49718,617.27335,613.33595,599.26279,595.32539,455.22051,451.28311,437.20995,433.27255,297.27995,301.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_21:0),921.64392,759.59108,641.36725,613.33595,623.35669,595.32539,479.31441,451.28311,461.30385,433.27255,297.27995,325.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_22:0),935.65952,773.60668,655.38285,613.33595,637.37229,595.32539,493.33001,451.28311,475.31945,433.27255,297.27995,339.32685,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_22:1),933.64392,771.59108,653.36725,613.33595,635.35669,595.32539,491.31441,451.28311,473.30385,433.27255,297.27995,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_22:2),931.62822,769.57538,651.35155,613.33595,633.34099,595.32539,489.29871,451.28311,471.28815,433.27255,297.27995,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_22:3),929.61262,767.55978,649.33595,613.33595,631.32539,595.32539,487.28311,451.28311,469.27255,433.27255,297.27995,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_22:4),927.59692,765.54408,647.32025,613.33595,629.30969,595.32539,485.26741,451.28311,467.25685,433.27255,297.27995,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_22:5),925.58132,763.52848,645.30465,613.33595,627.29409,595.32539,483.25181,451.28311,465.24125,433.27255,297.27995,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_22:6),923.56562,761.51278,643.28895,613.33595,625.27839,595.32539,481.23611,451.28311,463.22555,433.27255,297.27995,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_23:0),949.67522,787.62238,669.39855,613.33595,651.38799,595.32539,507.34571,451.28311,489.33515,433.27255,297.27995,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_24:0),963.69082,801.63798,683.41415,613.33595,665.40359,595.32539,521.36131,451.28311,503.35075,433.27255,297.27995,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_24:1),961.67522,799.62238,681.39855,613.33595,663.38799,595.32539,519.34571,451.28311,501.33515,433.27255,297.27995,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_25:0),977.70652,815.65368,697.42985,613.33595,679.41929,595.32539,535.37701,451.28311,517.36645,433.27255,297.27995,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(19:0_26:0),991.72212,829.66928,711.44545,613.33595,693.43489,595.32539,549.39261,451.28311,531.38205,433.27255,297.27995,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_20:0),921.64382,759.59098,627.35155,627.35155,609.34099,609.34099,465.29871,465.29871,447.28815,447.28815,311.29555,311.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_20:1),919.62822,757.57538,625.33595,627.35155,607.32539,609.34099,463.28311,465.29871,445.27255,447.28815,311.29555,309.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_20:2),917.61252,755.55968,623.32025,627.35155,605.30969,609.34099,461.26741,465.29871,443.25685,447.28815,311.29555,307.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_20:3),915.59692,753.54408,621.30465,627.35155,603.29409,609.34099,459.25181,465.29871,441.24125,447.28815,311.29555,305.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_20:4),913.58122,751.52838,619.28895,627.35155,601.27839,609.34099,457.23611,465.29871,439.22555,447.28815,311.29555,303.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_20:5),911.56562,749.51278,617.27335,627.35155,599.26279,609.34099,455.22051,465.29871,437.20995,447.28815,311.29555,301.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_21:0),935.65952,773.60668,641.36725,627.35155,623.35669,609.34099,479.31441,465.29871,461.30385,447.28815,311.29555,325.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_22:0),949.67512,787.62228,655.38285,627.35155,637.37229,609.34099,493.33001,465.29871,475.31945,447.28815,311.29555,339.32685,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_22:1),947.65952,785.60668,653.36725,627.35155,635.35669,609.34099,491.31441,465.29871,473.30385,447.28815,311.29555,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_22:2),945.64382,783.59098,651.35155,627.35155,633.34099,609.34099,489.29871,465.29871,471.28815,447.28815,311.29555,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_22:3),943.62822,781.57538,649.33595,627.35155,631.32539,609.34099,487.28311,465.29871,469.27255,447.28815,311.29555,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_22:4),941.61252,779.55968,647.32025,627.35155,629.30969,609.34099,485.26741,465.29871,467.25685,447.28815,311.29555,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_22:5),939.59692,777.54408,645.30465,627.35155,627.29409,609.34099,483.25181,465.29871,465.24125,447.28815,311.29555,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_22:6),937.58122,775.52838,643.28895,627.35155,625.27839,609.34099,481.23611,465.29871,463.22555,447.28815,311.29555,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_23:0),963.69082,801.63798,669.39855,627.35155,651.38799,609.34099,507.34571,465.29871,489.33515,447.28815,311.29555,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_24:0),977.70642,815.65358,683.41415,627.35155,665.40359,609.34099,521.36131,465.29871,503.35075,447.28815,311.29555,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_24:1),975.69082,813.63798,681.39855,627.35155,663.38799,609.34099,519.34571,465.29871,501.33515,447.28815,311.29555,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_25:0),991.72212,829.66928,697.42985,627.35155,679.41929,609.34099,535.37701,465.29871,517.36645,447.28815,311.29555,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:0_26:0),1005.73772,843.68488,711.44545,627.35155,693.43489,609.34099,549.39261,465.29871,531.38205,447.28815,311.29555,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_20:1),917.61262,755.55978,625.33595,625.33595,607.32539,607.32539,463.28311,463.28311,445.27255,445.27255,309.27995,309.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_20:2),915.59692,753.54408,623.32025,625.33595,605.30969,607.32539,461.26741,463.28311,443.25685,445.27255,309.27995,307.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_20:3),913.58132,751.52848,621.30465,625.33595,603.29409,607.32539,459.25181,463.28311,441.24125,445.27255,309.27995,305.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_20:4),911.56562,749.51278,619.28895,625.33595,601.27839,607.32539,457.23611,463.28311,439.22555,445.27255,309.27995,303.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_20:5),909.55002,747.49718,617.27335,625.33595,599.26279,607.32539,455.22051,463.28311,437.20995,445.27255,309.27995,301.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_21:0),933.64392,771.59108,641.36725,625.33595,623.35669,607.32539,479.31441,463.28311,461.30385,445.27255,309.27995,325.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_22:0),947.65952,785.60668,655.38285,625.33595,637.37229,607.32539,493.33001,463.28311,475.31945,445.27255,309.27995,339.32685,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_22:1),945.64392,783.59108,653.36725,625.33595,635.35669,607.32539,491.31441,463.28311,473.30385,445.27255,309.27995,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_22:2),943.62822,781.57538,651.35155,625.33595,633.34099,607.32539,489.29871,463.28311,471.28815,445.27255,309.27995,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_22:3),941.61262,779.55978,649.33595,625.33595,631.32539,607.32539,487.28311,463.28311,469.27255,445.27255,309.27995,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_22:4),939.59692,777.54408,647.32025,625.33595,629.30969,607.32539,485.26741,463.28311,467.25685,445.27255,309.27995,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_22:5),937.58132,775.52848,645.30465,625.33595,627.29409,607.32539,483.25181,463.28311,465.24125,445.27255,309.27995,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_22:6),935.56562,773.51278,643.28895,625.33595,625.27839,607.32539,481.23611,463.28311,463.22555,445.27255,309.27995,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_23:0),961.67522,799.62238,669.39855,625.33595,651.38799,607.32539,507.34571,463.28311,489.33515,445.27255,309.27995,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_24:0),975.69082,813.63798,683.41415,625.33595,665.40359,607.32539,521.36131,463.28311,503.35075,445.27255,309.27995,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_24:1),973.67522,811.62238,681.39855,625.33595,663.38799,607.32539,519.34571,463.28311,501.33515,445.27255,309.27995,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_25:0),989.70652,827.65368,697.42985,625.33595,679.41929,607.32539,535.37701,463.28311,517.36645,445.27255,309.27995,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:1_26:0),1003.72212,841.66928,711.44545,625.33595,693.43489,607.32539,549.39261,463.28311,531.38205,445.27255,309.27995,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_20:2),913.58122,751.52838,623.32025,623.32025,605.30969,605.30969,461.26741,461.26741,443.25685,443.25685,307.26425,307.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_20:3),911.56562,749.51278,621.30465,623.32025,603.29409,605.30969,459.25181,461.26741,441.24125,443.25685,307.26425,305.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_20:4),909.54992,747.49708,619.28895,623.32025,601.27839,605.30969,457.23611,461.26741,439.22555,443.25685,307.26425,303.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_20:5),907.53432,745.48148,617.27335,623.32025,599.26279,605.30969,455.22051,461.26741,437.20995,443.25685,307.26425,301.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_21:0),931.62822,769.57538,641.36725,623.32025,623.35669,605.30969,479.31441,461.26741,461.30385,443.25685,307.26425,325.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_22:0),945.64382,783.59098,655.38285,623.32025,637.37229,605.30969,493.33001,461.26741,475.31945,443.25685,307.26425,339.32685,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_22:1),943.62822,781.57538,653.36725,623.32025,635.35669,605.30969,491.31441,461.26741,473.30385,443.25685,307.26425,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_22:2),941.61252,779.55968,651.35155,623.32025,633.34099,605.30969,489.29871,461.26741,471.28815,443.25685,307.26425,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_22:3),939.59692,777.54408,649.33595,623.32025,631.32539,605.30969,487.28311,461.26741,469.27255,443.25685,307.26425,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_22:4),937.58122,775.52838,647.32025,623.32025,629.30969,605.30969,485.26741,461.26741,467.25685,443.25685,307.26425,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_22:5),935.56562,773.51278,645.30465,623.32025,627.29409,605.30969,483.25181,461.26741,465.24125,443.25685,307.26425,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_22:6),933.54992,771.49708,643.28895,623.32025,625.27839,605.30969,481.23611,461.26741,463.22555,443.25685,307.26425,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_23:0),959.65952,797.60668,669.39855,623.32025,651.38799,605.30969,507.34571,461.26741,489.33515,443.25685,307.26425,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_24:0),973.67512,811.62228,683.41415,623.32025,665.40359,605.30969,521.36131,461.26741,503.35075,443.25685,307.26425,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_24:1),971.65952,809.60668,681.39855,623.32025,663.38799,605.30969,519.34571,461.26741,501.33515,443.25685,307.26425,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_25:0),987.69082,825.63798,697.42985,623.32025,679.41929,605.30969,535.37701,461.26741,517.36645,443.25685,307.26425,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:2_26:0),1001.70642,839.65358,711.44545,623.32025,693.43489,605.30969,549.39261,461.26741,531.38205,443.25685,307.26425,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:3_20:3),909.55002,747.49718,621.30465,621.30465,603.29409,603.29409,459.25181,459.25181,441.24125,441.24125,305.24865,305.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:3_20:4),907.53432,745.48148,619.28895,621.30465,601.27839,603.29409,457.23611,459.25181,439.22555,441.24125,305.24865,303.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:3_20:5),905.51872,743.46588,617.27335,621.30465,599.26279,603.29409,455.22051,459.25181,437.20995,441.24125,305.24865,301.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:3_21:0),929.61262,767.55978,641.36725,621.30465,623.35669,603.29409,479.31441,459.25181,461.30385,441.24125,305.24865,325.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:3_22:0),943.62822,781.57538,655.38285,621.30465,637.37229,603.29409,493.33001,459.25181,475.31945,441.24125,305.24865,339.32685,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:3_22:1),941.61262,779.55978,653.36725,621.30465,635.35669,603.29409,491.31441,459.25181,473.30385,441.24125,305.24865,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:3_22:2),939.59692,777.54408,651.35155,621.30465,633.34099,603.29409,489.29871,459.25181,471.28815,441.24125,305.24865,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(20:3_22:3),937.58132,775.52848,649.33595,621.30465,631.32539,603.29409,487.28311,459.25181,469.27255,441.24125,305.24865,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
