SM,[M+H2PO4]-,[M-CH3]-,[T2-H]-,[PC-CH3-H]-
SM(d8:0/22:1)+H2PO4,743.474617,631.4774,337.3112,168.0431
SM(d8:0/22:2)+H2PO4,741.458917,629.4617,335.2955,168.0431
SM(d8:0/22:3)+H2PO4,739.443317,627.4461,333.2799,168.0431
SM(d8:0/22:4)+H2PO4,737.427617,625.4304,331.2642,168.0431
SM(d8:0/22:5)+H2PO4,735.412017,623.4148,329.2486,168.0431
SM(d8:0/22:6)+H2PO4,733.396317,621.3991,327.2329,168.0431
SM(d8:0/23:0)+H2PO4,759.505917,647.5087,353.3425,168.0431
SM(d8:0/24:0)+H2PO4,773.521517,661.5243,367.3581,168.0431
SM(d8:0/24:1)+H2PO4,771.505917,659.5087,365.3425,168.0431
SM(d8:0/25:0)+H2PO4,787.537217,675.54,381.3738,168.0431
SM(d8:0/26:0)+H2PO4,801.552817,689.5556,395.3894,168.0431
SM(d8:0/8:0)+H2PO4,549.271117,437.2739,143.1077,168.0431
scores,0.1,0.3,0.3,0.3
