"TG","[M+K]+","[M+K-acyl-sn1-H2O]+","[M+K-acyl-sn2-H2O]+","[M+K-acyl-sn3-H2O]+"
"TG(43:3) TG(10:0_15:0_18:3)",769.5744,597.428206,527.349906,491.349906
"TG(43:3) TG(15:0_20:3_8:0)",769.5744,527.349906,463.318606,625.459506
"TG(43:3) TG(17:0_18:3_8:0)",769.5744,499.318606,491.349906,625.459506
"TG(43:2) TG(12:0_13:0_18:2)",771.59,571.412506,557.396806,491.349906
"TG(43:2) TG(10:0_13:0_20:2)",771.59,599.443806,557.396806,463.318606
"TG(43:2) TG(10:0_15:0_18:2)",771.59,599.443806,529.365506,491.349906
"TG(43:2) TG(13:0_22:2_8:0)",771.59,557.396806,435.287306,627.475106
"TG(43:2) TG(15:0_20:2_8:0)",771.59,529.365506,463.318606,627.475106
"TG(43:2) TG(17:0_18:2_8:0)",771.59,501.334206,491.349906,627.475106
"TG(43:2) TG(14:1_14:1_15:0)",771.5901,545.396906,545.396906,529.365606
"TG(43:2) TG(13:0_14:1_16:1)",771.5901,557.396906,545.396906,517.365606
"TG(44:8) TG(18:4_18:4_8:0)",773.5117,497.302906,497.302906,629.396806
"TG(43:1) TG(14:0_14:1_15:0)",773.6057,545.396906,547.412506,531.381206
"TG(43:1) TG(13:0_14:1_16:0)",773.6057,559.412506,547.412506,517.365606
"TG(43:1) TG(13:0_14:0_16:1)",773.6057,559.412506,545.396906,519.381206
"TG(43:1) TG(12:0_13:0_18:1)",773.6057,573.428206,559.412506,491.349906
"TG(43:1) TG(12:0_14:1_17:0)",773.6057,573.428206,547.412506,503.349906
"TG(43:1) TG(12:0_15:0_16:1)",773.6057,573.428206,531.381206,519.381206
"TG(43:1) TG(10:0_13:0_20:1)",773.6057,601.459506,559.412506,463.318606
"TG(43:1) TG(10:0_14:1_19:0)",773.6057,601.459506,547.412506,475.318606
"TG(43:1) TG(10:0_15:0_18:1)",773.6057,601.459506,531.381206,491.349906
"TG(43:1) TG(10:0_16:1_17:0)",773.6057,601.459506,519.381206,503.349906
"TG(43:1) TG(13:0_22:1_8:0)",773.6057,559.412506,435.287306,629.490806
"TG(43:1) TG(14:1_21:0_8:0)",773.6057,547.412506,447.287306,629.490806
"TG(43:1) TG(15:0_20:1_8:0)",773.6057,531.381206,463.318606,629.490806
"TG(43:1) TG(16:1_19:0_8:0)",773.6057,519.381206,475.318606,629.490806
"TG(43:1) TG(17:0_18:1_8:0)",773.6057,503.349906,491.349906,629.490806
"TG(44:7) TG(14:1_22:6_8:0)",775.5274,549.334206,447.287306,631.412506
"TG(44:7) TG(18:3_18:4_8:0)",775.5274,497.302906,499.318606,631.412506
"TG(43:0) TG(14:0_14:0_15:0)",775.6213,547.412506,547.412506,533.396806
"TG(43:0) TG(13:0_14:0_16:0)",775.6213,561.428106,547.412506,519.381206
"TG(43:0) TG(12:0_12:0_19:0)",775.6213,575.443806,575.443806,477.334206
"TG(43:0) TG(12:0_13:0_18:0)",775.6213,575.443806,561.428106,491.349906
"TG(43:0) TG(12:0_14:0_17:0)",775.6213,575.443806,547.412506,505.365506
"TG(43:0) TG(12:0_15:0_16:0)",775.6213,575.443806,533.396806,519.381206
"TG(43:0) TG(10:0_10:0_23:0)",775.6213,603.475106,603.475106,421.271606
"TG(43:0) TG(10:0_12:0_21:0)",775.6213,603.475106,575.443806,449.302906
"TG(43:0) TG(10:0_13:0_20:0)",775.6213,603.475106,561.428106,463.318606
"TG(43:0) TG(10:0_14:0_19:0)",775.6213,603.475106,547.412506,477.334206
"TG(43:0) TG(10:0_15:0_18:0)",775.6213,603.475106,533.396806,491.349906
"TG(43:0) TG(10:0_16:0_17:0)",775.6213,603.475106,519.381206,505.365506
"TG(43:0) TG(12:0_23:0_8:0)",775.6213,575.443806,421.271606,631.506406
"TG(43:0) TG(13:0_22:0_8:0)",775.6213,561.428106,435.287306,631.506406
"TG(43:0) TG(14:0_21:0_8:0)",775.6213,547.412506,449.302906,631.506406
"TG(43:0) TG(15:0_20:0_8:0)",775.6213,533.396806,463.318606,631.506406
"TG(43:0) TG(16:0_19:0_8:0)",775.6213,519.381206,477.334206,631.506406
"TG(43:0) TG(17:0_18:0_8:0)",775.6213,505.365506,491.349906,631.506406
"TG(43:0) TG(13:0_13:0_17:0)",775.6214,561.428206,561.428206,505.365606
"TG(43:0) TG(13:0_15:0_15:0)",775.6214,561.428206,533.396906,533.396906
"TG(44:6) TG(10:0_12:0_22:6)",777.543,605.396806,577.365506,449.302906
"TG(44:6) TG(14:0_22:6_8:0)",777.543,549.334206,449.302906,633.428106
"TG(44:6) TG(18:2_18:4_8:0)",777.543,497.302906,501.334206,633.428106
"TG(44:6) TG(10:0_14:1_20:5)",777.5431,605.396906,551.349906,475.318606
"TG(44:6) TG(14:1_22:5_8:0)",777.5431,551.349906,447.287306,633.428206
"TG(44:6) TG(16:1_20:5_8:0)",777.5431,523.318606,475.318606,633.428206
"TG(44:6) TG(18:3_18:3_8:0)",777.5431,499.318606,499.318606,633.428206
"TG(44:5) TG(12:0_12:0_20:5)",779.5587,579.381206,579.381206,477.334206
"TG(44:5) TG(12:0_14:1_18:4)",779.5587,579.381206,553.365506,503.349906
"TG(44:5) TG(10:0_12:0_22:5)",779.5587,607.412506,579.381206,449.302906
"TG(44:5) TG(10:0_14:1_20:4)",779.5587,607.412506,553.365506,475.318606
"TG(44:5) TG(10:0_14:0_20:5)",779.5587,607.412506,551.349906,477.334206
"TG(44:5) TG(10:0_16:1_18:4)",779.5587,607.412506,525.334206,503.349906
"TG(44:5) TG(14:1_22:4_8:0)",779.5587,553.365506,447.287306,635.443806
"TG(44:5) TG(14:0_22:5_8:0)",779.5587,551.349906,449.302906,635.443806
"TG(44:5) TG(16:1_20:4_8:0)",779.5587,525.334206,475.318606,635.443806
"TG(44:5) TG(16:0_20:5_8:0)",779.5587,523.318606,477.334206,635.443806
"TG(44:5) TG(18:1_18:4_8:0)",779.5587,497.302906,503.349906,635.443806
"TG(44:5) TG(18:2_18:3_8:0)",779.5587,499.318606,501.334206,635.443806
"TG(44:4) TG(12:0_12:0_20:4)",781.5743,581.396806,581.396806,477.334206
"TG(44:4) TG(12:0_14:0_18:4)",781.5743,581.396806,553.365506,505.365506
"TG(44:4) TG(10:0_12:0_22:4)",781.5743,609.428106,581.396806,449.302906
"TG(44:4) TG(10:0_14:0_20:4)",781.5743,609.428106,553.365506,477.334206
"TG(44:4) TG(10:0_16:0_18:4)",781.5743,609.428106,525.334206,505.365506
"TG(44:4) TG(14:0_22:4_8:0)",781.5743,553.365506,449.302906,637.459406
"TG(44:4) TG(16:0_20:4_8:0)",781.5743,525.334206,477.334206,637.459406
"TG(44:4) TG(18:0_18:4_8:0)",781.5743,497.302906,505.365506,637.459406
"TG(44:4) TG(18:2_18:2_8:0)",781.5743,501.334206,501.334206,637.459406
"TG(44:4) TG(13:0_13:0_18:4)",781.5744,567.381206,567.381206,505.365606
"TG(44:4) TG(12:0_14:1_18:3)",781.5744,581.396906,555.381206,503.349906
"TG(44:4) TG(10:0_14:1_20:3)",781.5744,609.428206,555.381206,475.318606
"TG(44:4) TG(10:0_16:1_18:3)",781.5744,609.428206,527.349906,503.349906
"TG(44:4) TG(16:1_20:3_8:0)",781.5744,527.349906,475.318606,637.459506
"TG(44:4) TG(18:1_18:3_8:0)",781.5744,499.318606,503.349906,637.459506
"TG(44:3) TG(12:0_12:0_20:3)",783.59,583.412506,583.412506,477.334206
"TG(44:3) TG(12:0_14:1_18:2)",783.59,583.412506,557.396806,503.349906
"TG(44:3) TG(12:0_14:0_18:3)",783.59,583.412506,555.381206,505.365506
"TG(44:3) TG(10:0_14:1_20:2)",783.59,611.443806,557.396806,475.318606
"TG(44:3) TG(10:0_14:0_20:3)",783.59,611.443806,555.381206,477.334206
"TG(44:3) TG(10:0_16:1_18:2)",783.59,611.443806,529.365506,503.349906
"TG(44:3) TG(10:0_16:0_18:3)",783.59,611.443806,527.349906,505.365506
"TG(44:3) TG(14:1_22:2_8:0)",783.59,557.396806,447.287306,639.475106
"TG(44:3) TG(16:1_20:2_8:0)",783.59,529.365506,475.318606,639.475106
"TG(44:3) TG(16:0_20:3_8:0)",783.59,527.349906,477.334206,639.475106
"TG(44:3) TG(18:0_18:3_8:0)",783.59,499.318606,505.365506,639.475106
"TG(44:3) TG(18:1_18:2_8:0)",783.59,501.334206,503.349906,639.475106
"TG(44:3) TG(14:1_14:1_16:1)",783.5901,557.396906,557.396906,529.365606
"TG(44:3) TG(13:0_13:0_18:3)",783.5901,569.396906,569.396906,505.365606
"TG(44:2) TG(12:0_12:0_20:2)",785.6056,585.428106,585.428106,477.334206
"TG(44:2) TG(12:0_14:0_18:2)",785.6056,585.428106,557.396806,505.365506
"TG(44:2) TG(10:0_12:0_22:2)",785.6056,613.459406,585.428106,449.302906
"TG(44:2) TG(10:0_14:0_20:2)",785.6056,613.459406,557.396806,477.334206
"TG(44:2) TG(10:0_16:0_18:2)",785.6056,613.459406,529.365506,505.365506
"TG(44:2) TG(14:0_22:2_8:0)",785.6056,557.396806,449.302906,641.490706
"TG(44:2) TG(16:0_20:2_8:0)",785.6056,529.365506,477.334206,641.490706
"TG(44:2) TG(18:0_18:2_8:0)",785.6056,501.334206,505.365506,641.490706
"TG(44:2) TG(14:1_14:1_16:0)",785.6057,559.412506,559.412506,529.365606
"TG(44:2) TG(14:0_14:1_16:1)",785.6057,557.396906,559.412506,531.381206
"TG(44:2) TG(13:0_13:0_18:2)",785.6057,571.412506,571.412506,505.365606
"TG(44:2) TG(12:0_14:1_18:1)",785.6057,585.428206,559.412506,503.349906
"TG(44:2) TG(12:0_16:1_16:1)",785.6057,585.428206,531.381206,531.381206
"TG(44:2) TG(10:0_14:1_20:1)",785.6057,613.459506,559.412506,475.318606
"TG(44:2) TG(10:0_16:1_18:1)",785.6057,613.459506,531.381206,503.349906
"TG(44:2) TG(14:1_22:1_8:0)",785.6057,559.412506,447.287306,641.490806
"TG(44:2) TG(16:1_20:1_8:0)",785.6057,531.381206,475.318606,641.490806
"TG(44:2) TG(18:1_18:1_8:0)",785.6057,503.349906,503.349906,641.490806
"TG(44:1) TG(14:0_14:0_16:1)",787.6213,559.412506,559.412506,533.396806
"TG(44:1) TG(14:0_14:1_16:0)",787.6213,559.412506,561.428106,531.381206
"TG(44:1) TG(12:0_12:0_20:1)",787.6213,587.443806,587.443806,477.334206
"TG(44:1) TG(12:0_14:1_18:0)",787.6213,587.443806,561.428106,503.349906
"TG(44:1) TG(12:0_14:0_18:1)",787.6213,587.443806,559.412506,505.365506
"TG(44:1) TG(12:0_16:0_16:1)",787.6213,587.443806,531.381206,533.396806
"TG(44:1) TG(10:0_10:0_24:1)",787.6213,615.475106,615.475106,421.271606
"TG(44:1) TG(10:0_12:0_22:1)",787.6213,615.475106,587.443806,449.302906
"TG(44:1) TG(10:0_14:1_20:0)",787.6213,615.475106,561.428106,475.318606
"TG(44:1) TG(10:0_14:0_20:1)",787.6213,615.475106,559.412506,477.334206
"TG(44:1) TG(10:0_16:1_18:0)",787.6213,615.475106,533.396806,503.349906
"TG(44:1) TG(10:0_16:0_18:1)",787.6213,615.475106,531.381206,505.365506
"TG(44:1) TG(12:0_24:1_8:0)",787.6213,587.443806,421.271606,643.506406
"TG(44:1) TG(14:1_22:0_8:0)",787.6213,561.428106,447.287306,643.506406
"TG(44:1) TG(14:0_22:1_8:0)",787.6213,559.412506,449.302906,643.506406
"TG(44:1) TG(16:1_20:0_8:0)",787.6213,533.396806,475.318606,643.506406
"TG(44:1) TG(16:0_20:1_8:0)",787.6213,531.381206,477.334206,643.506406
"TG(44:1) TG(18:0_18:1_8:0)",787.6213,503.349906,505.365506,643.506406
"TG(44:1) TG(14:1_15:0_15:0)",787.6214,561.428206,545.396906,545.396906
"TG(44:1) TG(13:0_13:0_18:1)",787.6214,573.428206,573.428206,505.365606
"TG(44:1) TG(13:0_14:1_17:0)",787.6214,573.428206,561.428206,517.365606
"TG(44:1) TG(13:0_15:0_16:1)",787.6214,573.428206,545.396906,533.396906
"TG(44:0) TG(14:0_14:0_16:0)",789.6369,561.428106,561.428106,533.396806
"TG(44:0) TG(12:0_12:0_20:0)",789.6369,589.459406,589.459406,477.334206
"TG(44:0) TG(12:0_14:0_18:0)",789.6369,589.459406,561.428106,505.365506
"TG(44:0) TG(12:0_16:0_16:0)",789.6369,589.459406,533.396806,533.396806
"TG(44:0) TG(10:0_10:0_24:0)",789.6369,617.490706,617.490706,421.271606
"TG(44:0) TG(10:0_12:0_22:0)",789.6369,617.490706,589.459406,449.302906
"TG(44:0) TG(10:0_14:0_20:0)",789.6369,617.490706,561.428106,477.334206
"TG(44:0) TG(10:0_16:0_18:0)",789.6369,617.490706,533.396806,505.365506
"TG(44:0) TG(12:0_24:0_8:0)",789.6369,589.459406,421.271606,645.522006
"TG(44:0) TG(14:0_22:0_8:0)",789.6369,561.428106,449.302906,645.522006
"TG(44:0) TG(16:0_20:0_8:0)",789.6369,533.396806,477.334206,645.522006
"TG(44:0) TG(18:0_18:0_8:0)",789.6369,505.365506,505.365506,645.522006
"TG(44:0) TG(14:0_15:0_15:0)",789.637,561.428206,547.412506,547.412506
"TG(44:0) TG(13:0_13:0_18:0)",789.637,575.443806,575.443806,505.365606
"TG(44:0) TG(13:0_14:0_17:0)",789.637,575.443806,561.428206,519.381206
"TG(44:0) TG(13:0_15:0_16:0)",789.637,575.443806,547.412506,533.396906
"TG(44:0) TG(12:0_13:0_19:0)",789.637,589.459506,575.443806,491.349906
"TG(44:0) TG(12:0_15:0_17:0)",789.637,589.459506,547.412506,519.381206
"TG(44:0) TG(10:0_13:0_21:0)",789.637,617.490806,575.443806,463.318606
"TG(44:0) TG(10:0_15:0_19:0)",789.637,617.490806,547.412506,491.349906
"TG(44:0) TG(10:0_17:0_17:0)",789.637,617.490806,519.381206,519.381206
"TG(44:0) TG(13:0_23:0_8:0)",789.637,575.443806,435.287306,645.522106
"TG(44:0) TG(15:0_21:0_8:0)",789.637,547.412506,463.318606,645.522106
"TG(44:0) TG(17:0_19:0_8:0)",789.637,519.381206,491.349906,645.522106
"TG(45:6) TG(10:0_13:0_22:6)",791.5587,619.412506,577.365506,463.318606
"TG(45:6) TG(15:0_22:6_8:0)",791.5587,549.334206,463.318606,647.443806
"TG(45:5) TG(13:0_14:1_18:4)",793.5744,579.381206,567.381206,517.365606
"TG(45:5) TG(12:0_13:0_20:5)",793.5744,593.396906,579.381206,491.349906
"TG(45:5) TG(10:0_13:0_22:5)",793.5744,621.428206,579.381206,463.318606
"TG(45:5) TG(10:0_15:0_20:5)",793.5744,621.428206,551.349906,491.349906
"TG(45:5) TG(15:0_22:5_8:0)",793.5744,551.349906,463.318606,649.459506
"TG(45:5) TG(17:0_20:5_8:0)",793.5744,523.318606,491.349906,649.459506
"TG(45:4) TG(13:0_14:0_18:4)",795.59,581.396806,567.381206,519.381206
"TG(45:4) TG(12:0_13:0_20:4)",795.59,595.412506,581.396806,491.349906
"TG(45:4) TG(12:0_15:0_18:4)",795.59,595.412506,553.365506,519.381206
"TG(45:4) TG(10:0_13:0_22:4)",795.59,623.443806,581.396806,463.318606
"TG(45:4) TG(10:0_15:0_20:4)",795.59,623.443806,553.365506,491.349906
"TG(45:4) TG(10:0_17:0_18:4)",795.59,623.443806,525.334206,519.381206
"TG(45:4) TG(15:0_22:4_8:0)",795.59,553.365506,463.318606,651.475106
"TG(45:4) TG(17:0_20:4_8:0)",795.59,525.334206,491.349906,651.475106
"TG(45:4) TG(18:4_19:0_8:0)",795.59,519.381206,497.302906,651.475106
"TG(45:4) TG(13:0_14:1_18:3)",795.5901,581.396906,569.396906,517.365606
"TG(45:3) TG(13:0_14:1_18:2)",797.6057,583.412506,571.412506,517.365606
"TG(45:3) TG(13:0_14:0_18:3)",797.6057,583.412506,569.396906,519.381206
"TG(45:3) TG(12:0_13:0_20:3)",797.6057,597.428206,583.412506,491.349906
"TG(45:3) TG(12:0_15:0_18:3)",797.6057,597.428206,555.381206,519.381206
"TG(45:3) TG(10:0_15:0_20:3)",797.6057,625.459506,555.381206,491.349906
"TG(45:3) TG(10:0_17:0_18:3)",797.6057,625.459506,527.349906,519.381206
"TG(45:3) TG(17:0_20:3_8:0)",797.6057,527.349906,491.349906,653.490806
"TG(45:3) TG(18:3_19:0_8:0)",797.6057,519.381206,499.318606,653.490806
"TG(46:9) TG(18:4_20:5_8:0)",799.5274,523.318606,497.302906,655.412506
"TG(45:2) TG(13:0_14:0_18:2)",799.6213,585.428106,571.412506,519.381206
"TG(45:2) TG(12:0_13:0_20:2)",799.6213,599.443806,585.428106,491.349906
"TG(45:2) TG(12:0_15:0_18:2)",799.6213,599.443806,557.396806,519.381206
"TG(45:2) TG(10:0_13:0_22:2)",799.6213,627.475106,585.428106,463.318606
"TG(45:2) TG(10:0_15:0_20:2)",799.6213,627.475106,557.396806,491.349906
"TG(45:2) TG(10:0_17:0_18:2)",799.6213,627.475106,529.365506,519.381206
"TG(45:2) TG(15:0_22:2_8:0)",799.6213,557.396806,463.318606,655.506406
"TG(45:2) TG(17:0_20:2_8:0)",799.6213,529.365506,491.349906,655.506406
"TG(45:2) TG(18:2_19:0_8:0)",799.6213,519.381206,501.334206,655.506406
"TG(45:2) TG(14:1_14:1_17:0)",799.6214,573.428206,573.428206,529.365606
"TG(45:2) TG(14:1_15:0_16:1)",799.6214,573.428206,557.396906,545.396906
"TG(45:2) TG(13:0_14:1_18:1)",799.6214,585.428206,573.428206,517.365606
"TG(45:2) TG(13:0_16:1_16:1)",799.6214,585.428206,545.396906,545.396906
"TG(46:8) TG(10:0_18:4_18:4)",801.543,629.396806,525.334206,525.334206
"TG(46:8) TG(18:4_20:4_8:0)",801.543,525.334206,497.302906,657.428106
"TG(46:8) TG(18:3_20:5_8:0)",801.5431,523.318606,499.318606,657.428206
"TG(45:1) TG(14:0_15:0_16:1)",801.637,573.428206,559.412506,547.412506
"TG(45:1) TG(14:0_14:1_17:0)",801.637,573.428206,575.443806,531.381206
"TG(45:1) TG(14:1_15:0_16:0)",801.637,575.443806,559.412506,545.396906
"TG(45:1) TG(13:0_14:1_18:0)",801.637,587.443806,575.443806,517.365606
"TG(45:1) TG(13:0_14:0_18:1)",801.637,587.443806,573.428206,519.381206
"TG(45:1) TG(13:0_16:0_16:1)",801.637,587.443806,545.396906,547.412506
"TG(45:1) TG(12:0_13:0_20:1)",801.637,601.459506,587.443806,491.349906
"TG(45:1) TG(12:0_14:1_19:0)",801.637,601.459506,575.443806,503.349906
"TG(45:1) TG(12:0_15:0_18:1)",801.637,601.459506,559.412506,519.381206
"TG(45:1) TG(12:0_16:1_17:0)",801.637,601.459506,547.412506,531.381206
"TG(45:1) TG(10:0_13:0_22:1)",801.637,629.490806,587.443806,463.318606
"TG(45:1) TG(10:0_14:1_21:0)",801.637,629.490806,575.443806,475.318606
"TG(45:1) TG(10:0_15:0_20:1)",801.637,629.490806,559.412506,491.349906
"TG(45:1) TG(10:0_16:1_19:0)",801.637,629.490806,547.412506,503.349906
"TG(45:1) TG(10:0_17:0_18:1)",801.637,629.490806,531.381206,519.381206
"TG(45:1) TG(13:0_24:1_8:0)",801.637,587.443806,435.287306,657.522106
"TG(45:1) TG(14:1_23:0_8:0)",801.637,575.443806,447.287306,657.522106
"TG(45:1) TG(15:0_22:1_8:0)",801.637,559.412506,463.318606,657.522106
"TG(45:1) TG(16:1_21:0_8:0)",801.637,547.412506,475.318606,657.522106
"TG(45:1) TG(17:0_20:1_8:0)",801.637,531.381206,491.349906,657.522106
"TG(45:1) TG(18:1_19:0_8:0)",801.637,519.381206,503.349906,657.522106
"TG(46:7) TG(10:0_14:1_22:6)",803.5587,631.412506,577.365506,475.318606
"TG(46:7) TG(10:0_18:3_18:4)",803.5587,631.412506,525.334206,527.349906
"TG(46:7) TG(16:1_22:6_8:0)",803.5587,549.334206,475.318606,659.443806
"TG(46:7) TG(18:4_20:3_8:0)",803.5587,527.349906,497.302906,659.443806
"TG(46:7) TG(18:3_20:4_8:0)",803.5587,525.334206,499.318606,659.443806
"TG(46:7) TG(18:2_20:5_8:0)",803.5587,523.318606,501.334206,659.443806
"TG(45:0) TG(14:0_14:0_17:0)",803.6526,575.443806,575.443806,533.396806
"TG(45:0) TG(14:0_15:0_16:0)",803.6526,575.443806,561.428106,547.412506
"TG(45:0) TG(13:0_14:0_18:0)",803.6526,589.459406,575.443806,519.381206
"TG(45:0) TG(13:0_16:0_16:0)",803.6526,589.459406,547.412506,547.412506
"TG(45:0) TG(12:0_12:0_21:0)",803.6526,603.475106,603.475106,477.334206
"TG(45:0) TG(12:0_13:0_20:0)",803.6526,603.475106,589.459406,491.349906
"TG(45:0) TG(12:0_14:0_19:0)",803.6526,603.475106,575.443806,505.365506
"TG(45:0) TG(12:0_15:0_18:0)",803.6526,603.475106,561.428106,519.381206
"TG(45:0) TG(12:0_16:0_17:0)",803.6526,603.475106,547.412506,533.396806
"TG(45:0) TG(10:0_12:0_23:0)",803.6526,631.506406,603.475106,449.302906
"TG(45:0) TG(10:0_13:0_22:0)",803.6526,631.506406,589.459406,463.318606
"TG(45:0) TG(10:0_14:0_21:0)",803.6526,631.506406,575.443806,477.334206
"TG(45:0) TG(10:0_15:0_20:0)",803.6526,631.506406,561.428106,491.349906
"TG(45:0) TG(10:0_16:0_19:0)",803.6526,631.506406,547.412506,505.365506
"TG(45:0) TG(10:0_17:0_18:0)",803.6526,631.506406,533.396806,519.381206
"TG(45:0) TG(13:0_24:0_8:0)",803.6526,589.459406,435.287306,659.537706
"TG(45:0) TG(14:0_23:0_8:0)",803.6526,575.443806,449.302906,659.537706
"TG(45:0) TG(15:0_22:0_8:0)",803.6526,561.428106,463.318606,659.537706
"TG(45:0) TG(16:0_21:0_8:0)",803.6526,547.412506,477.334206,659.537706
"TG(45:0) TG(17:0_20:0_8:0)",803.6526,533.396806,491.349906,659.537706
"TG(45:0) TG(18:0_19:0_8:0)",803.6526,519.381206,505.365506,659.537706
"TG(45:0) TG(15:0_15:0_15:0)",803.6527,561.428206,561.428206,561.428206
"TG(45:0) TG(13:0_13:0_19:0)",803.6527,589.459506,589.459506,505.365606
"TG(45:0) TG(13:0_15:0_17:0)",803.6527,589.459506,561.428206,533.396906
"TG(46:6) TG(12:0_12:0_22:6)",805.5743,605.396806,605.396806,477.334206
"TG(46:6) TG(10:0_14:0_22:6)",805.5743,633.428106,577.365506,477.334206
"TG(46:6) TG(10:0_18:2_18:4)",805.5743,633.428106,525.334206,529.365506
"TG(46:6) TG(16:0_22:6_8:0)",805.5743,549.334206,477.334206,661.459406
"TG(46:6) TG(18:4_20:2_8:0)",805.5743,529.365506,497.302906,661.459406
"TG(46:6) TG(18:2_20:4_8:0)",805.5743,525.334206,501.334206,661.459406
"TG(46:6) TG(14:1_14:1_18:4)",805.5744,579.381206,579.381206,529.365606
"TG(46:6) TG(12:0_14:1_20:5)",805.5744,605.396906,579.381206,503.349906
"TG(46:6) TG(10:0_14:1_22:5)",805.5744,633.428206,579.381206,475.318606
"TG(46:6) TG(10:0_16:1_20:5)",805.5744,633.428206,551.349906,503.349906
"TG(46:6) TG(10:0_18:3_18:3)",805.5744,633.428206,527.349906,527.349906
"TG(46:6) TG(16:1_22:5_8:0)",805.5744,551.349906,475.318606,661.459506
"TG(46:6) TG(18:3_20:3_8:0)",805.5744,527.349906,499.318606,661.459506
"TG(46:6) TG(18:1_20:5_8:0)",805.5744,523.318606,503.349906,661.459506
"TG(46:5) TG(14:0_14:1_18:4)",807.59,579.381206,581.396806,531.381206
"TG(46:5) TG(12:0_12:0_22:5)",807.59,607.412506,607.412506,477.334206
"TG(46:5) TG(12:0_14:1_20:4)",807.59,607.412506,581.396806,503.349906
"TG(46:5) TG(12:0_14:0_20:5)",807.59,607.412506,579.381206,505.365506
"TG(46:5) TG(12:0_16:1_18:4)",807.59,607.412506,553.365506,531.381206
"TG(46:5) TG(10:0_14:1_22:4)",807.59,635.443806,581.396806,475.318606
"TG(46:5) TG(10:0_14:0_22:5)",807.59,635.443806,579.381206,477.334206
"TG(46:5) TG(10:0_16:1_20:4)",807.59,635.443806,553.365506,503.349906
"TG(46:5) TG(10:0_16:0_20:5)",807.59,635.443806,551.349906,505.365506
"TG(46:5) TG(10:0_18:1_18:4)",807.59,635.443806,525.334206,531.381206
"TG(46:5) TG(10:0_18:2_18:3)",807.59,635.443806,527.349906,529.365506
"TG(46:5) TG(16:1_22:4_8:0)",807.59,553.365506,475.318606,663.475106
"TG(46:5) TG(16:0_22:5_8:0)",807.59,551.349906,477.334206,663.475106
"TG(46:5) TG(18:4_20:1_8:0)",807.59,531.381206,497.302906,663.475106
"TG(46:5) TG(18:3_20:2_8:0)",807.59,529.365506,499.318606,663.475106
"TG(46:5) TG(18:2_20:3_8:0)",807.59,527.349906,501.334206,663.475106
"TG(46:5) TG(18:1_20:4_8:0)",807.59,525.334206,503.349906,663.475106
"TG(46:5) TG(18:0_20:5_8:0)",807.59,523.318606,505.365506,663.475106
"TG(46:5) TG(14:1_14:1_18:3)",807.5901,581.396906,581.396906,529.365606
"TG(46:5) TG(13:0_13:0_20:5)",807.5901,593.396906,593.396906,505.365606
"TG(46:4) TG(14:0_14:0_18:4)",809.6056,581.396806,581.396806,533.396806
"TG(46:4) TG(12:0_12:0_22:4)",809.6056,609.428106,609.428106,477.334206
"TG(46:4) TG(12:0_14:0_20:4)",809.6056,609.428106,581.396806,505.365506
"TG(46:4) TG(12:0_16:0_18:4)",809.6056,609.428106,553.365506,533.396806
"TG(46:4) TG(10:0_14:0_22:4)",809.6056,637.459406,581.396806,477.334206
"TG(46:4) TG(10:0_16:0_20:4)",809.6056,637.459406,553.365506,505.365506
"TG(46:4) TG(10:0_18:0_18:4)",809.6056,637.459406,525.334206,533.396806
"TG(46:4) TG(10:0_18:2_18:2)",809.6056,637.459406,529.365506,529.365506
"TG(46:4) TG(16:0_22:4_8:0)",809.6056,553.365506,477.334206,665.490706
"TG(46:4) TG(18:4_20:0_8:0)",809.6056,533.396806,497.302906,665.490706
"TG(46:4) TG(18:2_20:2_8:0)",809.6056,529.365506,501.334206,665.490706
"TG(46:4) TG(18:0_20:4_8:0)",809.6056,525.334206,505.365506,665.490706
"TG(46:4) TG(14:1_14:1_18:2)",809.6057,583.412506,583.412506,529.365606
"TG(46:4) TG(14:0_14:1_18:3)",809.6057,581.396906,583.412506,531.381206
"TG(46:4) TG(13:0_13:0_20:4)",809.6057,595.412506,595.412506,505.365606
"TG(46:4) TG(13:0_15:0_18:4)",809.6057,595.412506,567.381206,533.396906
"TG(46:4) TG(12:0_14:1_20:3)",809.6057,609.428206,583.412506,503.349906
"TG(46:4) TG(12:0_16:1_18:3)",809.6057,609.428206,555.381206,531.381206
"TG(46:4) TG(10:0_16:1_20:3)",809.6057,637.459506,555.381206,503.349906
"TG(46:4) TG(10:0_18:1_18:3)",809.6057,637.459506,527.349906,531.381206
"TG(46:4) TG(18:3_20:1_8:0)",809.6057,531.381206,499.318606,665.490806
"TG(46:4) TG(18:1_20:3_8:0)",809.6057,527.349906,503.349906,665.490806
"TG(46:3) TG(14:0_14:0_18:3)",811.6213,583.412506,583.412506,533.396806
"TG(46:3) TG(14:0_14:1_18:2)",811.6213,583.412506,585.428106,531.381206
"TG(46:3) TG(12:0_14:1_20:2)",811.6213,611.443806,585.428106,503.349906
"TG(46:3) TG(12:0_14:0_20:3)",811.6213,611.443806,583.412506,505.365506
