Plasmenyl-PC,[M+H]+,[M+H-PC]+,[M+H-sn1_ether]+,[M+H-sn1_ether-N(CH3)3]+,[M+H-sn2_acyl]+,[M+H-sn2_acyl-H2O]+,[LPC_acyl_sn2]+,[acyl_sn2_RCOO+58]+,[acyl2_RCO]+,[PC Head]+
Plasmenyl-PC(P-24:1/18:1),854.6997976,671.6337576,504.3450326,445.2715326,590.4545176,572.4439576,522.35549,339.28943,265.2532,184.07332
Plasmenyl-PC(P-24:1/18:2),852.6840976,669.6180576,502.3293326,443.2558326,590.4545176,572.4439576,520.33979,337.27373,263.2375,184.07332
Plasmenyl-PC(P-24:1/18:3),850.6684976,667.6024576,500.3137326,441.2402326,590.4545176,572.4439576,518.32419,335.25813,261.2219,184.07332
Plasmenyl-PC(P-24:1/18:4),848.6527976,665.5867576,498.2980326,439.2245326,590.4545176,572.4439576,516.30849,333.24243,259.2062,184.07332
Plasmenyl-PC(P-24:1/19:0),870.7310976,687.6650576,520.3763326,461.3028326,590.4545176,572.4439576,538.38679,355.32073,281.2845,184.07332
Plasmenyl-PC(P-24:1/20:0),884.7466976,701.6806576,534.3919326,475.3184326,590.4545176,572.4439576,552.40239,369.33633,295.3001,184.07332
Plasmenyl-PC(P-24:1/20:1),882.7310976,699.6650576,532.3763326,473.3028326,590.4545176,572.4439576,550.38679,367.32073,293.2845,184.07332
Plasmenyl-PC(P-24:1/20:2),880.7153976,697.6493576,530.3606326,471.2871326,590.4545176,572.4439576,548.37109,365.30503,291.2688,184.07332
Plasmenyl-PC(P-24:1/20:3),878.6997976,695.6337576,528.3450326,469.2715326,590.4545176,572.4439576,546.35549,363.28943,289.2532,184.07332
Plasmenyl-PC(P-24:1/20:4),876.6840976,693.6180576,526.3293326,467.2558326,590.4545176,572.4439576,544.33979,361.27373,287.2375,184.07332
Plasmenyl-PC(P-24:1/20:5),874.6684976,691.6024576,524.3137326,465.2402326,590.4545176,572.4439576,542.32419,359.25813,285.2219,184.07332
Plasmenyl-PC(P-24:1/21:0),898.7623976,715.6963576,548.4076326,489.3341326,590.4545176,572.4439576,566.41809,383.35203,309.3158,184.07332
Plasmenyl-PC(P-24:1/22:0),912.7779976,729.7119576,562.4232326,503.3497326,590.4545176,572.4439576,580.43369,397.36763,323.3314,184.07332
Plasmenyl-PC(P-24:1/22:1),910.7623976,727.6963576,560.4076326,501.3341326,590.4545176,572.4439576,578.41809,395.35203,321.3158,184.07332
Plasmenyl-PC(P-24:1/22:2),908.7466976,725.6806576,558.3919326,499.3184326,590.4545176,572.4439576,576.40239,393.33633,319.3001,184.07332
Plasmenyl-PC(P-24:1/22:3),906.7310976,723.6650576,556.3763326,497.3028326,590.4545176,572.4439576,574.38679,391.32073,317.2845,184.07332
Plasmenyl-PC(P-24:1/22:4),904.7153976,721.6493576,554.3606326,495.2871326,590.4545176,572.4439576,572.37109,389.30503,315.2688,184.07332
Plasmenyl-PC(P-24:1/22:5),902.6997976,719.6337576,552.3450326,493.2715326,590.4545176,572.4439576,570.35549,387.28943,313.2532,184.07332
Plasmenyl-PC(P-24:1/22:6),900.6840976,717.6180576,550.3293326,491.2558326,590.4545176,572.4439576,568.33979,385.27373,311.2375,184.07332
Plasmenyl-PC(P-24:1/23:0),926.7936976,743.7276576,576.4389326,517.3654326,590.4545176,572.4439576,594.44939,411.38333,337.3471,184.07332
Plasmenyl-PC(P-24:1/24:0),940.8092976,757.7432576,590.4545326,531.3810326,590.4545176,572.4439576,608.46499,425.39893,351.3627,184.07332
Plasmenyl-PC(P-24:1/24:1),938.7936976,755.7276576,588.4389326,529.3654326,590.4545176,572.4439576,606.44939,423.38333,349.3471,184.07332
Plasmenyl-PC(P-24:1/25:0),954.8249976,771.7589576,604.4702326,545.3967326,590.4545176,572.4439576,622.48069,439.41463,365.3784,184.07332
Plasmenyl-PC(P-24:1/26:0),968.8405976,785.7745576,618.4858326,559.4123326,590.4545176,572.4439576,636.49629,453.43023,379.394,184.07332
Plasmenyl-PC(P-24:2/8:0),714.5432976,531.4772576,366.2041326,307.1306326,588.4389176,570.4283576,384.21459,201.14853,127.1123,184.07332
Plasmenyl-PC(P-24:2/10:0),742.5745976,559.5085576,394.2354326,335.1619326,588.4389176,570.4283576,412.24589,229.17983,155.1436,184.07332
Plasmenyl-PC(P-24:2/12:0),770.6058976,587.5398576,422.2667326,363.1932326,588.4389176,570.4283576,440.27719,257.21113,183.1749,184.07332
Plasmenyl-PC(P-24:2/13:0),784.6215976,601.5555576,436.2824326,377.2089326,588.4389176,570.4283576,454.29289,271.22683,197.1906,184.07332
Plasmenyl-PC(P-24:2/14:0),798.6371976,615.5711576,450.2980326,391.2245326,588.4389176,570.4283576,468.30849,285.24243,211.2062,184.07332
Plasmenyl-PC(P-24:2/14:1),796.6215976,613.5555576,448.2824326,389.2089326,588.4389176,570.4283576,466.29289,283.22683,209.1906,184.07332
Plasmenyl-PC(P-24:2/15:0),812.6528976,629.5868576,464.3137326,405.2402326,588.4389176,570.4283576,482.32419,299.25813,225.2219,184.07332
Plasmenyl-PC(P-24:2/15:1),810.6371976,627.5711576,462.2980326,403.2245326,588.4389176,570.4283576,480.30849,297.24243,223.2062,184.07332
Plasmenyl-PC(P-24:2/16:0),826.6684976,643.6024576,478.3293326,419.2558326,588.4389176,570.4283576,496.33979,313.27373,239.2375,184.07332
Plasmenyl-PC(P-24:2/16:1),824.6528976,641.5868576,476.3137326,417.2402326,588.4389176,570.4283576,494.32419,311.25813,237.2219,184.07332
Plasmenyl-PC(P-24:2/17:0),840.6841976,657.6181576,492.3450326,433.2715326,588.4389176,570.4283576,510.35549,327.28943,253.2532,184.07332
Plasmenyl-PC(P-24:2/17:1),838.6684976,655.6024576,490.3293326,431.2558326,588.4389176,570.4283576,508.33979,325.27373,251.2375,184.07332
Plasmenyl-PC(P-24:2/17:2),836.6528976,653.5868576,488.3137326,429.2402326,588.4389176,570.4283576,506.32419,323.25813,249.2219,184.07332
Plasmenyl-PC(P-24:2/18:0),854.6997976,671.6337576,506.3606326,447.2871326,588.4389176,570.4283576,524.37109,341.30503,267.2688,184.07332
Plasmenyl-PC(P-24:2/18:1),852.6841976,669.6181576,504.3450326,445.2715326,588.4389176,570.4283576,522.35549,339.28943,265.2532,184.07332
Plasmenyl-PC(P-24:2/18:2),850.6684976,667.6024576,502.3293326,443.2558326,588.4389176,570.4283576,520.33979,337.27373,263.2375,184.07332
Plasmenyl-PC(P-24:2/18:3),848.6528976,665.5868576,500.3137326,441.2402326,588.4389176,570.4283576,518.32419,335.25813,261.2219,184.07332
Plasmenyl-PC(P-24:2/18:4),846.6371976,663.5711576,498.2980326,439.2245326,588.4389176,570.4283576,516.30849,333.24243,259.2062,184.07332
Plasmenyl-PC(P-24:2/19:0),868.7154976,685.6494576,520.3763326,461.3028326,588.4389176,570.4283576,538.38679,355.32073,281.2845,184.07332
Plasmenyl-PC(P-24:2/20:0),882.7310976,699.6650576,534.3919326,475.3184326,588.4389176,570.4283576,552.40239,369.33633,295.3001,184.07332
Plasmenyl-PC(P-24:2/20:1),880.7154976,697.6494576,532.3763326,473.3028326,588.4389176,570.4283576,550.38679,367.32073,293.2845,184.07332
Plasmenyl-PC(P-24:2/20:2),878.6997976,695.6337576,530.3606326,471.2871326,588.4389176,570.4283576,548.37109,365.30503,291.2688,184.07332
Plasmenyl-PC(P-24:2/20:3),876.6841976,693.6181576,528.3450326,469.2715326,588.4389176,570.4283576,546.35549,363.28943,289.2532,184.07332
Plasmenyl-PC(P-24:2/20:4),874.6684976,691.6024576,526.3293326,467.2558326,588.4389176,570.4283576,544.33979,361.27373,287.2375,184.07332
Plasmenyl-PC(P-24:2/20:5),872.6528976,689.5868576,524.3137326,465.2402326,588.4389176,570.4283576,542.32419,359.25813,285.2219,184.07332
Plasmenyl-PC(P-24:2/21:0),896.7467976,713.6807576,548.4076326,489.3341326,588.4389176,570.4283576,566.41809,383.35203,309.3158,184.07332
Plasmenyl-PC(P-24:2/22:0),910.7623976,727.6963576,562.4232326,503.3497326,588.4389176,570.4283576,580.43369,397.36763,323.3314,184.07332
Plasmenyl-PC(P-24:2/22:1),908.7467976,725.6807576,560.4076326,501.3341326,588.4389176,570.4283576,578.41809,395.35203,321.3158,184.07332
Plasmenyl-PC(P-24:2/22:2),906.7310976,723.6650576,558.3919326,499.3184326,588.4389176,570.4283576,576.40239,393.33633,319.3001,184.07332
Plasmenyl-PC(P-24:2/22:3),904.7154976,721.6494576,556.3763326,497.3028326,588.4389176,570.4283576,574.38679,391.32073,317.2845,184.07332
Plasmenyl-PC(P-24:2/22:4),902.6997976,719.6337576,554.3606326,495.2871326,588.4389176,570.4283576,572.37109,389.30503,315.2688,184.07332
Plasmenyl-PC(P-24:2/22:5),900.6841976,717.6181576,552.3450326,493.2715326,588.4389176,570.4283576,570.35549,387.28943,313.2532,184.07332
Plasmenyl-PC(P-24:2/22:6),898.6684976,715.6024576,550.3293326,491.2558326,588.4389176,570.4283576,568.33979,385.27373,311.2375,184.07332
Plasmenyl-PC(P-24:2/23:0),924.7780976,741.7120576,576.4389326,517.3654326,588.4389176,570.4283576,594.44939,411.38333,337.3471,184.07332
Plasmenyl-PC(P-24:2/24:0),938.7936976,755.7276576,590.4545326,531.3810326,588.4389176,570.4283576,608.46499,425.39893,351.3627,184.07332
Plasmenyl-PC(P-24:2/24:1),936.7780976,753.7120576,588.4389326,529.3654326,588.4389176,570.4283576,606.44939,423.38333,349.3471,184.07332
Plasmenyl-PC(P-24:2/25:0),952.8093976,769.7433576,604.4702326,545.3967326,588.4389176,570.4283576,622.48069,439.41463,365.3784,184.07332
Plasmenyl-PC(P-24:2/26:0),966.8249976,783.7589576,618.4858326,559.4123326,588.4389176,570.4283576,636.49629,453.43023,379.394,184.07332
score,0.225,0.016666667,0.225,0.016666667,0.225,0.016666667,0.016666667,0.016666667,0.016666667,0.225
