Cer,[M+H]+,[M+H-H2O]+,[M+H-2H2O]+,[M+H-R1-H2O]+,[M+H-R1-2H2O]+
Cer(d17:0/18:4),546.48808,528.4775,510.46692,270.278995,252.268415
Cer(d17:0/19:0),568.56638,550.5558,532.54522,270.278995,252.268415
Cer(d17:0/20:0),582.58198,564.5714,546.56082,270.278995,252.268415
Cer(d17:0/20:1),580.56638,562.5558,544.54522,270.278995,252.268415
Cer(d17:0/20:2),578.55068,560.5401,542.52952,270.278995,252.268415
Cer(d17:0/20:3),576.53508,558.5245,540.51392,270.278995,252.268415
Cer(d17:0/20:4),574.51938,556.5088,538.49822,270.278995,252.268415
Cer(d17:0/20:5),572.50378,554.4932,536.48262,270.278995,252.268415
Cer(d17:0/21:0),596.59768,578.5871,560.57652,270.278995,252.268415
Cer(d17:0/22:0),610.61328,592.6027,574.59212,270.278995,252.268415
Cer(d17:0/22:1),608.59768,590.5871,572.57652,270.278995,252.268415
Cer(d17:0/22:2),606.58198,588.5714,570.56082,270.278995,252.268415
Cer(d17:0/22:3),604.56638,586.5558,568.54522,270.278995,252.268415
Cer(d17:0/22:4),602.55068,584.5401,566.52952,270.278995,252.268415
Cer(d17:0/22:5),600.53508,582.5245,564.51392,270.278995,252.268415
Cer(d17:0/22:6),598.51938,580.5088,562.49822,270.278995,252.268415
Cer(d17:0/23:0),624.62898,606.6184,588.60782,270.278995,252.268415
Cer(d17:0/24:0),638.64458,620.634,602.62342,270.278995,252.268415
Cer(d17:0/24:1),636.62898,618.6184,600.60782,270.278995,252.268415
Cer(d17:0/25:0),652.66028,634.6497,616.63912,270.278995,252.268415
Cer(d17:0/26:0),666.67588,648.6653,630.65472,270.278995,252.268415
Cer(d17:0/8:0),414.39418,396.3836,378.37302,270.278995,252.268415
Cer(d17:1/10:0),440.40978,422.3992,404.38862,268.263295,250.252715
Cer(d17:1/12:0),468.44108,450.4305,432.41992,268.263295,250.252715
Cer(d17:1/13:0),482.45678,464.4462,446.43562,268.263295,250.252715
Cer(d17:1/14:0),496.47238,478.4618,460.45122,268.263295,250.252715
Cer(d17:1/14:1),494.45678,476.4462,458.43562,268.263295,250.252715
Cer(d17:1/15:0),510.48808,492.4775,474.46692,268.263295,250.252715
Cer(d17:1/15:1),508.47238,490.4618,472.45122,268.263295,250.252715
Cer(d17:1/16:0),524.50368,506.4931,488.48252,268.263295,250.252715
Cer(d17:1/16:1),522.48808,504.4775,486.46692,268.263295,250.252715
Cer(d17:1/17:0),538.51938,520.5088,502.49822,268.263295,250.252715
Cer(d17:1/17:1),536.50368,518.4931,500.48252,268.263295,250.252715
Cer(d17:1/17:1),536.50368,518.4931,500.48252,268.263295,250.252715
Cer(d17:1/17:2),534.48808,516.4775,498.46692,268.263295,250.252715
Cer(d17:1/18:0),552.53498,534.5244,516.51382,268.263295,250.252715
Cer(d17:1/18:1),550.51938,532.5088,514.49822,268.263295,250.252715
Cer(d17:1/18:2),548.50368,530.4931,512.48252,268.263295,250.252715
Cer(d17:1/18:3),546.48808,528.4775,510.46692,268.263295,250.252715
Cer(d17:1/18:4),544.47238,526.4618,508.45122,268.263295,250.252715
Cer(d17:1/19:0),566.55068,548.5401,530.52952,268.263295,250.252715
Cer(d17:1/20:0),580.56628,562.5557,544.54512,268.263295,250.252715
Cer(d17:1/20:1),578.55068,560.5401,542.52952,268.263295,250.252715
Cer(d17:1/20:2),576.53498,558.5244,540.51382,268.263295,250.252715
Cer(d17:1/20:3),574.51938,556.5088,538.49822,268.263295,250.252715
Cer(d17:1/20:4),572.50368,554.4931,536.48252,268.263295,250.252715
Cer(d17:1/20:5),570.48808,552.4775,534.46692,268.263295,250.252715
Cer(d17:1/21:0),594.58198,576.5714,558.56082,268.263295,250.252715
Cer(d17:1/22:0),608.59758,590.587,572.57642,268.263295,250.252715
Cer(d17:1/22:1),606.58198,588.5714,570.56082,268.263295,250.252715
Cer(d17:1/22:2),604.56628,586.5557,568.54512,268.263295,250.252715
Cer(d17:1/22:3),602.55068,584.5401,566.52952,268.263295,250.252715
Cer(d17:1/22:4),600.53498,582.5244,564.51382,268.263295,250.252715
Cer(d17:1/22:5),598.51938,580.5088,562.49822,268.263295,250.252715
Cer(d17:1/22:6),596.50368,578.4931,560.48252,268.263295,250.252715
Cer(d17:1/23:0),622.61328,604.6027,586.59212,268.263295,250.252715
Cer(d17:1/24:0),636.62888,618.6183,600.60772,268.263295,250.252715
Cer(d17:1/24:1),634.61328,616.6027,598.59212,268.263295,250.252715
Cer(d17:1/25:0),650.64458,632.634,614.62342,268.263295,250.252715
Cer(d17:1/26:0),664.66018,646.6496,628.63902,268.263295,250.252715
Cer(d17:1/8:0),412.37848,394.3679,376.35732,268.263295,250.252715
Cer(d17:2/10:0),438.39418,420.3836,402.37302,266.247695,248.237115
Cer(d17:2/12:0),466.42548,448.4149,430.40432,266.247695,248.237115
