GM3,[M+H]+,[M-H2O+H]+,[M-C11H17NO8+H]+,[M-C11H15NO7+H]+,[M-C17H27NO13+H]+,[M-C17H25NO12+H]+,[M-C23H37NO18+H]+,[M-C23H35NO17+H]+,[C11H17NO8+H]+,[Sph+H]+,[Sph-H2O+H]+
GM3(d20:0/13:0),1141.72,1123.71,850.6249,832.6143,688.572,670.5615,526.5192,508.5086,292.1027,312.3261,294.3155
GM3(d21:0/12:0),1141.72,1123.71,850.6249,832.6143,688.572,670.5615,526.5192,508.5086,292.1027,326.3417,308.3312
GM3(d14:0/19:1),1139.705,1121.695,848.6099,830.5993,686.5571,668.5464,524.5042,506.4937,292.1027,228.2322,210.2216
GM3(d14:1/19:0),1139.705,1121.695,848.6099,830.5993,686.5571,668.5464,524.5042,506.4937,292.1027,226.2166,208.206
GM3(d15:0/18:1),1139.705,1121.695,848.6099,830.5993,686.5571,668.5464,524.5042,506.4937,292.1027,242.2478,224.2373
GM3(d15:1/18:0),1139.705,1121.695,848.6099,830.5993,686.5571,668.5464,524.5042,506.4937,292.1027,240.2322,222.2216
GM3(d16:1/17:0),1139.705,1121.695,848.6099,830.5993,686.5571,668.5464,524.5042,506.4937,292.1027,254.2478,236.2373
GM3(d17:0/16:1),1139.705,1121.695,848.6099,830.5993,686.5571,668.5464,524.5042,506.4937,292.1027,270.2791,252.2686
GM3(d17:1/16:0),1139.705,1121.695,848.6099,830.5993,686.5571,668.5464,524.5042,506.4937,292.1027,268.2635,250.2529
GM3(d18:0/15:1),1139.705,1121.695,848.6099,830.5993,686.5571,668.5464,524.5042,506.4937,292.1027,284.2948,266.2842
GM3(d18:1/15:0),1139.705,1121.695,848.6099,830.5993,686.5571,668.5464,524.5042,506.4937,292.1027,282.2791,264.2686
GM3(d19:0/14:1),1139.705,1121.695,848.6099,830.5993,686.5571,668.5464,524.5042,506.4937,292.1027,298.3105,280.2999
GM3(d19:1/14:0),1139.705,1121.695,848.6099,830.5993,686.5571,668.5464,524.5042,506.4937,292.1027,296.2948,278.2842
GM3(d20:0/13:1),1139.705,1121.695,848.6099,830.5993,686.5571,668.5464,524.5042,506.4937,292.1027,312.3261,294.3155
GM3(d20:1/13:0),1139.705,1121.695,848.6099,830.5993,686.5571,668.5464,524.5042,506.4937,292.1027,310.3105,292.2999
GM3(d21:0/12:1),1139.705,1121.695,848.6099,830.5993,686.5571,668.5464,524.5042,506.4937,292.1027,326.3417,308.3312
GM3(d21:1/12:0),1139.705,1121.695,848.6099,830.5993,686.5571,668.5464,524.5042,506.4937,292.1027,324.3261,306.3155
GM3(d14:1/19:1),1137.689,1119.679,846.5939,828.5833,684.541,666.5305,522.4882,504.4776,292.1027,226.2166,208.206
GM3(d15:0/18:2),1137.689,1119.679,846.5939,828.5833,684.541,666.5305,522.4882,504.4776,292.1027,242.2478,224.2373
GM3(d15:1/18:1),1137.689,1119.679,846.5939,828.5833,684.541,666.5305,522.4882,504.4776,292.1027,240.2322,222.2216
GM3(d17:0/16:2),1137.689,1119.679,846.5939,828.5833,684.541,666.5305,522.4882,504.4776,292.1027,270.2791,252.2686
GM3(d17:1/16:1),1137.689,1119.679,846.5939,828.5833,684.541,666.5305,522.4882,504.4776,292.1027,268.2635,250.2529
GM3(d18:1/15:1),1137.689,1119.679,846.5939,828.5833,684.541,666.5305,522.4882,504.4776,292.1027,282.2791,264.2686
GM3(d19:1/14:1),1137.689,1119.679,846.5939,828.5833,684.541,666.5305,522.4882,504.4776,292.1027,296.2948,278.2842
GM3(d20:1/13:1),1137.689,1119.679,846.5939,828.5833,684.541,666.5305,522.4882,504.4776,292.1027,310.3105,292.2999
GM3(d21:1/12:1),1137.689,1119.679,846.5939,828.5833,684.541,666.5305,522.4882,504.4776,292.1027,324.3261,306.3155
GM3(d15:1/18:2),1135.673,1117.663,844.5779,826.5673,682.525,664.5145,520.4722,502.4616,292.1027,240.2322,222.2216
GM3(d17:1/16:2),1135.673,1117.663,844.5779,826.5673,682.525,664.5145,520.4722,502.4616,292.1027,268.2635,250.2529
GM3(d14:0/20:0),1155.736,1137.726,864.6409,846.6303,702.588,684.5775,540.5352,522.5247,292.1027,228.2322,210.2216
GM3(d15:0/19:0),1155.736,1137.726,864.6409,846.6303,702.588,684.5775,540.5352,522.5247,292.1027,242.2478,224.2373
GM3(d16:0/18:0),1155.736,1137.726,864.6409,846.6303,702.588,684.5775,540.5352,522.5247,292.1027,256.2635,238.2529
GM3(d17:0/17:0),1155.736,1137.726,864.6409,846.6303,702.588,684.5775,540.5352,522.5247,292.1027,270.2791,252.2686
GM3(d18:0/16:0),1155.736,1137.726,864.6409,846.6303,702.588,684.5775,540.5352,522.5247,292.1027,284.2948,266.2842
GM3(d19:0/15:0),1155.736,1137.726,864.6409,846.6303,702.588,684.5775,540.5352,522.5247,292.1027,298.3105,280.2999
GM3(d20:0/14:0),1155.736,1137.726,864.6409,846.6303,702.588,684.5775,540.5352,522.5247,292.1027,312.3261,294.3155
GM3(d21:0/13:0),1155.736,1137.726,864.6409,846.6303,702.588,684.5775,540.5352,522.5247,292.1027,326.3417,308.3312
GM3(d22:0/12:0),1155.736,1137.726,864.6409,846.6303,702.588,684.5775,540.5352,522.5247,292.1027,340.3574,322.3468
GM3(d14:0/20:1),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,228.2322,210.2216
GM3(d14:1/20:0),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,226.2166,208.206
GM3(d15:0/19:1),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,242.2478,224.2373
GM3(d15:1/19:0),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,240.2322,222.2216
GM3(d16:0/18:1),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,256.2635,238.2529
GM3(d16:1/18:0),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,254.2478,236.2373
GM3(d17:1/17:0),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,268.2635,250.2529
GM3(d18:0/16:1),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,284.2948,266.2842
GM3(d18:1/16:0),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,282.2791,264.2686
GM3(d19:0/15:1),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,298.3105,280.2999
GM3(d19:1/15:0),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,296.2948,278.2842
GM3(d20:0/14:1),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,312.3261,294.3155
GM3(d20:1/14:0),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,310.3105,292.2999
GM3(d21:0/13:1),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,326.3417,308.3312
GM3(d21:1/13:0),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,324.3261,306.3155
GM3(d22:0/12:1),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,340.3574,322.3468
GM3(d22:1/12:0),1153.72,1135.71,862.6249,844.6143,700.572,682.5615,538.5192,520.5087,292.1027,338.3417,320.3312
GM3(d14:0/20:2),1151.705,1133.695,860.6099,842.5993,698.5571,680.5464,536.5042,518.4937,292.1027,228.2322,210.2216
GM3(d14:1/20:1),1151.705,1133.695,860.6099,842.5993,698.5571,680.5464,536.5042,518.4937,292.1027,226.2166,208.206
GM3(d15:1/19:1),1151.705,1133.695,860.6099,842.5993,698.5571,680.5464,536.5042,518.4937,292.1027,240.2322,222.2216
GM3(d16:0/18:2),1151.705,1133.695,860.6099,842.5993,698.5571,680.5464,536.5042,518.4937,292.1027,256.2635,238.2529
GM3(d16:1/18:1),1151.705,1133.695,860.6099,842.5993,698.5571,680.5464,536.5042,518.4937,292.1027,254.2478,236.2373
GM3(d18:0/16:2),1151.705,1133.695,860.6099,842.5993,698.5571,680.5464,536.5042,518.4937,292.1027,284.2948,266.2842
GM3(d18:1/16:1),1151.705,1133.695,860.6099,842.5993,698.5571,680.5464,536.5042,518.4937,292.1027,282.2791,264.2686
GM3(d19:1/15:1),1151.705,1133.695,860.6099,842.5993,698.5571,680.5464,536.5042,518.4937,292.1027,296.2948,278.2842
GM3(d20:1/14:1),1151.705,1133.695,860.6099,842.5993,698.5571,680.5464,536.5042,518.4937,292.1027,310.3105,292.2999
GM3(d21:1/13:1),1151.705,1133.695,860.6099,842.5993,698.5571,680.5464,536.5042,518.4937,292.1027,324.3261,306.3155
GM3(d22:1/12:1),1151.705,1133.695,860.6099,842.5993,698.5571,680.5464,536.5042,518.4937,292.1027,338.3417,320.3312
GM3(d14:1/20:2),1149.689,1131.679,858.5939,840.5833,696.541,678.5305,534.4882,516.4777,292.1027,226.2166,208.206
GM3(d16:1/18:2),1149.689,1131.679,858.5939,840.5833,696.541,678.5305,534.4882,516.4777,292.1027,254.2478,236.2373
GM3(d18:1/16:2),1149.689,1131.679,858.5939,840.5833,696.541,678.5305,534.4882,516.4777,292.1027,282.2791,264.2686
GM3(d14:0/21:0),1169.752,1151.742,878.6569,860.6463,716.6041,698.5934,554.5512,536.5406,292.1027,228.2322,210.2216
GM3(d15:0/20:0),1169.752,1151.742,878.6569,860.6463,716.6041,698.5934,554.5512,536.5406,292.1027,242.2478,224.2373
GM3(d16:0/19:0),1169.752,1151.742,878.6569,860.6463,716.6041,698.5934,554.5512,536.5406,292.1027,256.2635,238.2529
GM3(d17:0/18:0),1169.752,1151.742,878.6569,860.6463,716.6041,698.5934,554.5512,536.5406,292.1027,270.2791,252.2686
GM3(d18:0/17:0),1169.752,1151.742,878.6569,860.6463,716.6041,698.5934,554.5512,536.5406,292.1027,284.2948,266.2842
GM3(d19:0/16:0),1169.752,1151.742,878.6569,860.6463,716.6041,698.5934,554.5512,536.5406,292.1027,298.3105,280.2999
GM3(d20:0/15:0),1169.752,1151.742,878.6569,860.6463,716.6041,698.5934,554.5512,536.5406,292.1027,312.3261,294.3155
GM3(d21:0/14:0),1169.752,1151.742,878.6569,860.6463,716.6041,698.5934,554.5512,536.5406,292.1027,326.3417,308.3312
GM3(d22:0/13:0),1169.752,1151.742,878.6569,860.6463,716.6041,698.5934,554.5512,536.5406,292.1027,340.3574,322.3468
GM3(d23:0/12:0),1169.752,1151.742,878.6569,860.6463,716.6041,698.5934,554.5512,536.5406,292.1027,354.373,336.3625
GM3(d14:0/21:1),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,228.2322,210.2216
GM3(d14:1/21:0),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,226.2166,208.206
GM3(d15:0/20:1),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,242.2478,224.2373
GM3(d15:1/20:0),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,240.2322,222.2216
GM3(d16:0/19:1),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,256.2635,238.2529
GM3(d16:1/19:0),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,254.2478,236.2373
GM3(d17:0/18:1),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,270.2791,252.2686
GM3(d17:1/18:0),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,268.2635,250.2529
GM3(d18:1/17:0),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,282.2791,264.2686
GM3(d19:0/16:1),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,298.3105,280.2999
GM3(d19:1/16:0),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,296.2948,278.2842
GM3(d20:0/15:1),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,312.3261,294.3155
GM3(d20:1/15:0),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,310.3105,292.2999
GM3(d21:0/14:1),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,326.3417,308.3312
GM3(d21:1/14:0),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,324.3261,306.3155
GM3(d22:0/13:1),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,340.3574,322.3468
GM3(d22:1/13:0),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,338.3417,320.3312
GM3(d23:0/12:1),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,354.373,336.3625
GM3(d23:1/12:0),1167.736,1149.726,876.6409,858.6303,714.588,696.5775,552.5352,534.5247,292.1027,352.3574,334.3468
GM3(d14:1/21:1),1165.72,1147.71,874.6249,856.6143,712.572,694.5615,550.5192,532.5087,292.1027,226.2166,208.206
GM3(d15:0/20:2),1165.72,1147.71,874.6249,856.6143,712.572,694.5615,550.5192,532.5087,292.1027,242.2478,224.2373
GM3(d15:1/20:1),1165.72,1147.71,874.6249,856.6143,712.572,694.5615,550.5192,532.5087,292.1027,240.2322,222.2216
GM3(d16:1/19:1),1165.72,1147.71,874.6249,856.6143,712.572,694.5615,550.5192,532.5087,292.1027,254.2478,236.2373
GM3(d17:0/18:2),1165.72,1147.71,874.6249,856.6143,712.572,694.5615,550.5192,532.5087,292.1027,270.2791,252.2686
GM3(d17:1/18:1),1165.72,1147.71,874.6249,856.6143,712.572,694.5615,550.5192,532.5087,292.1027,268.2635,250.2529
GM3(d19:0/16:2),1165.72,1147.71,874.6249,856.6143,712.572,694.5615,550.5192,532.5087,292.1027,298.3105,280.2999
GM3(d19:1/16:1),1165.72,1147.71,874.6249,856.6143,712.572,694.5615,550.5192,532.5087,292.1027,296.2948,278.2842
GM3(d20:1/15:1),1165.72,1147.71,874.6249,856.6143,712.572,694.5615,550.5192,532.5087,292.1027,310.3105,292.2999
GM3(d21:1/14:1),1165.72,1147.71,874.6249,856.6143,712.572,694.5615,550.5192,532.5087,292.1027,324.3261,306.3155
GM3(d22:1/13:1),1165.72,1147.71,874.6249,856.6143,712.572,694.5615,550.5192,532.5087,292.1027,338.3417,320.3312
GM3(d23:1/12:1),1165.72,1147.71,874.6249,856.6143,712.572,694.5615,550.5192,532.5087,292.1027,352.3574,334.3468
GM3(d15:1/20:2),1163.705,1145.695,872.6099,854.5993,710.5571,692.5464,548.5042,530.4937,292.1027,240.2322,222.2216
GM3(d17:1/18:2),1163.705,1145.695,872.6099,854.5993,710.5571,692.5464,548.5042,530.4937,292.1027,268.2635,250.2529
GM3(d19:1/16:2),1163.705,1145.695,872.6099,854.5993,710.5571,692.5464,548.5042,530.4937,292.1027,296.2948,278.2842
GM3(d14:0/22:0),1183.767,1165.757,892.6719,874.6613,730.619,712.6085,568.5662,550.5557,292.1027,228.2322,210.2216
GM3(d15:0/21:0),1183.767,1165.757,892.6719,874.6613,730.619,712.6085,568.5662,550.5557,292.1027,242.2478,224.2373
GM3(d16:0/20:0),1183.767,1165.757,892.6719,874.6613,730.619,712.6085,568.5662,550.5557,292.1027,256.2635,238.2529
GM3(d17:0/19:0),1183.767,1165.757,892.6719,874.6613,730.619,712.6085,568.5662,550.5557,292.1027,270.2791,252.2686
GM3(d18:0/18:0),1183.767,1165.757,892.6719,874.6613,730.619,712.6085,568.5662,550.5557,292.1027,284.2948,266.2842
GM3(d19:0/17:0),1183.767,1165.757,892.6719,874.6613,730.619,712.6085,568.5662,550.5557,292.1027,298.3105,280.2999
GM3(d20:0/16:0),1183.767,1165.757,892.6719,874.6613,730.619,712.6085,568.5662,550.5557,292.1027,312.3261,294.3155
GM3(d21:0/15:0),1183.767,1165.757,892.6719,874.6613,730.619,712.6085,568.5662,550.5557,292.1027,326.3417,308.3312
GM3(d22:0/14:0),1183.767,1165.757,892.6719,874.6613,730.619,712.6085,568.5662,550.5557,292.1027,340.3574,322.3468
GM3(d23:0/13:0),1183.767,1165.757,892.6719,874.6613,730.619,712.6085,568.5662,550.5557,292.1027,354.373,336.3625
GM3(d24:0/12:0),1183.767,1165.757,892.6719,874.6613,730.619,712.6085,568.5662,550.5557,292.1027,368.3887,350.3781
GM3(d14:0/22:1),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,228.2322,210.2216
GM3(d14:1/22:0),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,226.2166,208.206
GM3(d15:0/21:1),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,242.2478,224.2373
GM3(d15:1/21:0),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,240.2322,222.2216
GM3(d16:0/20:1),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,256.2635,238.2529
GM3(d16:1/20:0),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,254.2478,236.2373
GM3(d17:0/19:1),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,270.2791,252.2686
GM3(d17:1/19:0),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,268.2635,250.2529
GM3(d18:0/18:1),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,284.2948,266.2842
GM3(d18:1/18:0),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,282.2791,264.2686
GM3(d19:1/17:0),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,296.2948,278.2842
GM3(d20:0/16:1),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,312.3261,294.3155
GM3(d20:1/16:0),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,310.3105,292.2999
GM3(d21:0/15:1),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,326.3417,308.3312
GM3(d21:1/15:0),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,324.3261,306.3155
GM3(d22:0/14:1),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,340.3574,322.3468
GM3(d22:1/14:0),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,338.3417,320.3312
GM3(d23:0/13:1),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,354.373,336.3625
GM3(d23:1/13:0),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,352.3574,334.3468
GM3(d24:0/12:1),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,368.3887,350.3781
GM3(d24:1/12:0),1181.752,1163.742,890.6569,872.6463,728.6041,710.5934,566.5512,548.5406,292.1027,366.373,348.3625
GM3(d14:0/22:2),1179.736,1161.726,888.6409,870.6303,726.588,708.5775,564.5352,546.5247,292.1027,228.2322,210.2216
GM3(d14:1/22:1),1179.736,1161.726,888.6409,870.6303,726.588,708.5775,564.5352,546.5247,292.1027,226.2166,208.206
GM3(d15:1/21:1),1179.736,1161.726,888.6409,870.6303,726.588,708.5775,564.5352,546.5247,292.1027,240.2322,222.2216
GM3(d16:0/20:2),1179.736,1161.726,888.6409,870.6303,726.588,708.5775,564.5352,546.5247,292.1027,256.2635,238.2529
GM3(d16:1/20:1),1179.736,1161.726,888.6409,870.6303,726.588,708.5775,564.5352,546.5247,292.1027,254.2478,236.2373
GM3(d17:1/19:1),1179.736,1161.726,888.6409,870.6303,726.588,708.5775,564.5352,546.5247,292.1027,268.2635,250.2529
GM3(d18:0/18:2),1179.736,1161.726,888.6409,870.6303,726.588,708.5775,564.5352,546.5247,292.1027,284.2948,266.2842
GM3(d18:1/18:1),1179.736,1161.726,888.6409,870.6303,726.588,708.5775,564.5352,546.5247,292.1027,282.2791,264.2686
GM3(d20:0/16:2),1179.736,1161.726,888.6409,870.6303,726.588,708.5775,564.5352,546.5247,292.1027,312.3261,294.3155
GM3(d20:1/16:1),1179.736,1161.726,888.6409,870.6303,726.588,708.5775,564.5352,546.5247,292.1027,310.3105,292.2999
GM3(d21:1/15:1),1179.736,1161.726,888.6409,870.6303,726.588,708.5775,564.5352,546.5247,292.1027,324.3261,306.3155
GM3(d22:1/14:1),1179.736,1161.726,888.6409,870.6303,726.588,708.5775,564.5352,546.5247,292.1027,338.3417,320.3312
GM3(d23:1/13:1),1179.736,1161.726,888.6409,870.6303,726.588,708.5775,564.5352,546.5247,292.1027,352.3574,334.3468
GM3(d24:1/12:1),1179.736,1161.726,888.6409,870.6303,726.588,708.5775,564.5352,546.5247,292.1027,366.373,348.3625
GM3(d14:1/22:2),1177.72,1159.71,886.6249,868.6143,724.572,706.5615,562.5192,544.5087,292.1027,226.2166,208.206
GM3(d16:1/20:2),1177.72,1159.71,886.6249,868.6143,724.572,706.5615,562.5192,544.5087,292.1027,254.2478,236.2373
GM3(d18:1/18:2),1177.72,1159.71,886.6249,868.6143,724.572,706.5615,562.5192,544.5087,292.1027,282.2791,264.2686
GM3(d20:1/16:2),1177.72,1159.71,886.6249,868.6143,724.572,706.5615,562.5192,544.5087,292.1027,310.3105,292.2999
GM3(d14:0/23:0),1197.783,1179.773,906.6879,888.6773,744.635,726.6245,582.5822,564.5717,292.1027,228.2322,210.2216
GM3(d15:0/22:0),1197.783,1179.773,906.6879,888.6773,744.635,726.6245,582.5822,564.5717,292.1027,242.2478,224.2373
GM3(d16:0/21:0),1197.783,1179.773,906.6879,888.6773,744.635,726.6245,582.5822,564.5717,292.1027,256.2635,238.2529
GM3(d17:0/20:0),1197.783,1179.773,906.6879,888.6773,744.635,726.6245,582.5822,564.5717,292.1027,270.2791,252.2686
GM3(d18:0/19:0),1197.783,1179.773,906.6879,888.6773,744.635,726.6245,582.5822,564.5717,292.1027,284.2948,266.2842
GM3(d19:0/18:0),1197.783,1179.773,906.6879,888.6773,744.635,726.6245,582.5822,564.5717,292.1027,298.3105,280.2999
GM3(d20:0/17:0),1197.783,1179.773,906.6879,888.6773,744.635,726.6245,582.5822,564.5717,292.1027,312.3261,294.3155
GM3(d21:0/16:0),1197.783,1179.773,906.6879,888.6773,744.635,726.6245,582.5822,564.5717,292.1027,326.3417,308.3312
GM3(d22:0/15:0),1197.783,1179.773,906.6879,888.6773,744.635,726.6245,582.5822,564.5717,292.1027,340.3574,322.3468
GM3(d23:0/14:0),1197.783,1179.773,906.6879,888.6773,744.635,726.6245,582.5822,564.5717,292.1027,354.373,336.3625
GM3(d24:0/13:0),1197.783,1179.773,906.6879,888.6773,744.635,726.6245,582.5822,564.5717,292.1027,368.3887,350.3781
GM3(d25:0/12:0),1197.783,1179.773,906.6879,888.6773,744.635,726.6245,582.5822,564.5717,292.1027,382.4044,364.3938
GM3(d14:0/23:1),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,228.2322,210.2216
GM3(d14:1/23:0),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,226.2166,208.206
GM3(d15:0/22:1),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,242.2478,224.2373
GM3(d15:1/22:0),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,240.2322,222.2216
GM3(d16:0/21:1),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,256.2635,238.2529
GM3(d16:1/21:0),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,254.2478,236.2373
GM3(d17:0/20:1),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,270.2791,252.2686
GM3(d17:1/20:0),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,268.2635,250.2529
GM3(d18:0/19:1),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,284.2948,266.2842
GM3(d18:1/19:0),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,282.2791,264.2686
GM3(d19:0/18:1),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,298.3105,280.2999
GM3(d19:1/18:0),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,296.2948,278.2842
GM3(d20:1/17:0),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,310.3105,292.2999
GM3(d21:0/16:1),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,326.3417,308.3312
GM3(d21:1/16:0),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,324.3261,306.3155
GM3(d22:0/15:1),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,340.3574,322.3468
GM3(d22:1/15:0),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,338.3417,320.3312
GM3(d23:0/14:1),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,354.373,336.3625
GM3(d23:1/14:0),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,352.3574,334.3468
GM3(d24:0/13:1),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,368.3887,350.3781
GM3(d24:1/13:0),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,366.373,348.3625
GM3(d25:0/12:1),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,382.4044,364.3938
GM3(d25:1/12:0),1195.767,1177.757,904.6719,886.6613,742.619,724.6085,580.5662,562.5557,292.1027,380.3887,362.3781
GM3(d14:1/23:1),1193.752,1175.742,902.6569,884.6463,740.6041,722.5934,578.5512,560.5406,292.1027,226.2166,208.206
GM3(d15:0/22:2),1193.752,1175.742,902.6569,884.6463,740.6041,722.5934,578.5512,560.5406,292.1027,242.2478,224.2373
GM3(d15:1/22:1),1193.752,1175.742,902.6569,884.6463,740.6041,722.5934,578.5512,560.5406,292.1027,240.2322,222.2216
GM3(d16:1/21:1),1193.752,1175.742,902.6569,884.6463,740.6041,722.5934,578.5512,560.5406,292.1027,254.2478,236.2373
GM3(d17:0/20:2),1193.752,1175.742,902.6569,884.6463,740.6041,722.5934,578.5512,560.5406,292.1027,270.2791,252.2686
GM3(d17:1/20:1),1193.752,1175.742,902.6569,884.6463,740.6041,722.5934,578.5512,560.5406,292.1027,268.2635,250.2529
GM3(d18:1/19:1),1193.752,1175.742,902.6569,884.6463,740.6041,722.5934,578.5512,560.5406,292.1027,282.2791,264.2686
GM3(d19:0/18:2),1193.752,1175.742,902.6569,884.6463,740.6041,722.5934,578.5512,560.5406,292.1027,298.3105,280.2999
GM3(d19:1/18:1),1193.752,1175.742,902.6569,884.6463,740.6041,722.5934,578.5512,560.5406,292.1027,296.2948,278.2842
