"PC","[M+H]+","[M+H-PC]+","[M+H-tail1-N(CH3)3]+","[M+H-tail2-N(CH3)3]+","[M+H-tail1]+","[M+H-tail2]+","[LPC_tail1]+","[LPC_tail2]+","[PC Head]+"
"PC(11:1) PC(4:1_7:0)",438.2251,255.15906,293.11478,249.05214,352.18828,308.12564,326.13639,370.19903,184.07332
"PC(11:2) PC(4:1_7:1)",436.20944,253.1434,291.09912,249.05214,350.17262,308.12564,326.13639,368.18337,184.07332
"PC(11:3) PC(4:1_7:2)",434.19378,251.12774,289.08346,249.05214,348.15696,308.12564,326.13639,366.16771,184.07332
"PC(11:4) PC(4:1_7:3)",432.17812,249.11208,287.0678,249.05214,346.1413,308.12564,326.13639,364.15205,184.07332
"PC(12:1) PC(4:1_8:0)",452.24076,269.17472,307.13044,249.05214,366.20394,308.12564,326.13639,384.21469,184.07332
"PC(12:2) PC(4:1_8:1)",450.2251,267.15906,305.11478,249.05214,364.18828,308.12564,326.13639,382.19903,184.07332
"PC(12:3) PC(4:1_8:2)",448.20944,265.1434,303.09912,249.05214,362.17262,308.12564,326.13639,380.18337,184.07332
"PC(12:4) PC(4:1_8:3)",446.19378,263.12774,301.08346,249.05214,360.15696,308.12564,326.13639,378.16771,184.07332
"PC(13:1) PC(4:1_9:0)",466.25642,283.19038,321.1461,249.05214,380.2196,308.12564,326.13639,398.23035,184.07332
"PC(13:2) PC(4:1_9:1)",464.24076,281.17472,319.13044,249.05214,378.20394,308.12564,326.13639,396.21469,184.07332
"PC(13:3) PC(4:1_9:2)",462.2251,279.15906,317.11478,249.05214,376.18828,308.12564,326.13639,394.19903,184.07332
"PC(13:4) PC(4:1_9:3)",460.20944,277.1434,315.09912,249.05214,374.17262,308.12564,326.13639,392.18337,184.07332
"PC(13:5) PC(4:1_9:4)",458.19378,275.12774,313.08346,249.05214,372.15696,308.12564,326.13639,390.16771,184.07332
"PC(14:1) PC(4:1_10:0)",480.27208,297.20604,335.16176,249.05214,394.23526,308.12564,326.13639,412.24601,184.07332
"PC(14:2) PC(4:1_10:1)",478.25642,295.19038,333.1461,249.05214,392.2196,308.12564,326.13639,410.23035,184.07332
"PC(14:3) PC(4:1_10:2)",476.24076,293.17472,331.13044,249.05214,390.20394,308.12564,326.13639,408.21469,184.07332
"PC(14:4) PC(4:1_10:3)",474.2251,291.15906,329.11478,249.05214,388.18828,308.12564,326.13639,406.19903,184.07332
"PC(14:5) PC(4:1_10:4)",472.20944,289.1434,327.09912,249.05214,386.17262,308.12564,326.13639,404.18337,184.07332
"PC(15:1) PC(4:1_11:0)",494.28774,311.2217,349.17742,249.05214,408.25092,308.12564,326.13639,426.26167,184.07332
"PC(15:2) PC(4:1_11:1)",492.27208,309.20604,347.16176,249.05214,406.23526,308.12564,326.13639,424.24601,184.07332
"PC(15:3) PC(4:1_11:2)",490.25642,307.19038,345.1461,249.05214,404.2196,308.12564,326.13639,422.23035,184.07332
"PC(15:4) PC(4:1_11:3)",488.24076,305.17472,343.13044,249.05214,402.20394,308.12564,326.13639,420.21469,184.07332
"PC(15:5) PC(4:1_11:4)",486.2251,303.15906,341.11478,249.05214,400.18828,308.12564,326.13639,418.19903,184.07332
"PC(15:6) PC(4:1_11:5)",484.20944,301.1434,339.09912,249.05214,398.17262,308.12564,326.13639,416.18337,184.07332
"PC(16:1) PC(4:1_12:0)",508.3034,325.23736,363.19308,249.05214,422.26658,308.12564,326.13639,440.27733,184.07332
"PC(16:2) PC(4:1_12:1)",506.28774,323.2217,361.17742,249.05214,420.25092,308.12564,326.13639,438.26167,184.07332
"PC(16:3) PC(4:1_12:2)",504.27208,321.20604,359.16176,249.05214,418.23526,308.12564,326.13639,436.24601,184.07332
"PC(16:4) PC(4:1_12:3)",502.25642,319.19038,357.1461,249.05214,416.2196,308.12564,326.13639,434.23035,184.07332
"PC(16:5) PC(4:1_12:4)",500.24076,317.17472,355.13044,249.05214,414.20394,308.12564,326.13639,432.21469,184.07332
"PC(16:6) PC(4:1_12:5)",498.2251,315.15906,353.11478,249.05214,412.18828,308.12564,326.13639,430.19903,184.07332
"PC(17:1) PC(4:1_13:0)",522.31906,339.25302,377.20874,249.05214,436.28224,308.12564,326.13639,454.29299,184.07332
"PC(17:2) PC(4:1_13:1)",520.3034,337.23736,375.19308,249.05214,434.26658,308.12564,326.13639,452.27733,184.07332
"PC(17:3) PC(4:1_13:2)",518.28774,335.2217,373.17742,249.05214,432.25092,308.12564,326.13639,450.26167,184.07332
"PC(17:4) PC(4:1_13:3)",516.27208,333.20604,371.16176,249.05214,430.23526,308.12564,326.13639,448.24601,184.07332
"PC(17:5) PC(4:1_13:4)",514.25642,331.19038,369.1461,249.05214,428.2196,308.12564,326.13639,446.23035,184.07332
"PC(17:6) PC(4:1_13:5)",512.24076,329.17472,367.13044,249.05214,426.20394,308.12564,326.13639,444.21469,184.07332
"PC(17:7) PC(4:1_13:6)",510.2251,327.15906,365.11478,249.05214,424.18828,308.12564,326.13639,442.19903,184.07332
"PC(18:1) PC(4:1_14:0)",536.33472,353.26868,391.2244,249.05214,450.2979,308.12564,326.13639,468.30865,184.07332
"PC(18:2) PC(4:1_14:1)",534.31906,351.25302,389.20874,249.05214,448.28224,308.12564,326.13639,466.29299,184.07332
"PC(18:3) PC(4:1_14:2)",532.3034,349.23736,387.19308,249.05214,446.26658,308.12564,326.13639,464.27733,184.07332
"PC(18:4) PC(4:1_14:3)",530.28774,347.2217,385.17742,249.05214,444.25092,308.12564,326.13639,462.26167,184.07332
"PC(18:5) PC(4:1_14:4)",528.27208,345.20604,383.16176,249.05214,442.23526,308.12564,326.13639,460.24601,184.07332
"PC(18:6) PC(4:1_14:5)",526.25642,343.19038,381.1461,249.05214,440.2196,308.12564,326.13639,458.23035,184.07332
"PC(18:7) PC(4:1_14:6)",524.24076,341.17472,379.13044,249.05214,438.20394,308.12564,326.13639,456.21469,184.07332
"PC(19:1) PC(4:1_15:0)",550.35038,367.28434,405.24006,249.05214,464.31356,308.12564,326.13639,482.32431,184.07332
"PC(19:2) PC(4:1_15:1)",548.33472,365.26868,403.2244,249.05214,462.2979,308.12564,326.13639,480.30865,184.07332
"PC(19:3) PC(4:1_15:2)",546.31906,363.25302,401.20874,249.05214,460.28224,308.12564,326.13639,478.29299,184.07332
"PC(19:4) PC(4:1_15:3)",544.3034,361.23736,399.19308,249.05214,458.26658,308.12564,326.13639,476.27733,184.07332
"PC(19:5) PC(4:1_15:4)",542.28774,359.2217,397.17742,249.05214,456.25092,308.12564,326.13639,474.26167,184.07332
"PC(19:6) PC(4:1_15:5)",540.27208,357.20604,395.16176,249.05214,454.23526,308.12564,326.13639,472.24601,184.07332
"PC(19:7) PC(4:1_15:6)",538.25642,355.19038,393.1461,249.05214,452.2196,308.12564,326.13639,470.23035,184.07332
"PC(20:1) PC(4:1_16:0)",564.36604,381.3,419.25572,249.05214,478.32922,308.12564,326.13639,496.33997,184.07332
"PC(20:2) PC(4:1_16:1)",562.35038,379.28434,417.24006,249.05214,476.31356,308.12564,326.13639,494.32431,184.07332
"PC(20:3) PC(4:1_16:2)",560.33472,377.26868,415.2244,249.05214,474.2979,308.12564,326.13639,492.30865,184.07332
"PC(20:4) PC(4:1_16:3)",558.31906,375.25302,413.20874,249.05214,472.28224,308.12564,326.13639,490.29299,184.07332
"PC(20:5) PC(4:1_16:4)",556.3034,373.23736,411.19308,249.05214,470.26658,308.12564,326.13639,488.27733,184.07332
"PC(20:6) PC(4:1_16:5)",554.28774,371.2217,409.17742,249.05214,468.25092,308.12564,326.13639,486.26167,184.07332
"PC(20:7) PC(4:1_16:6)",552.27208,369.20604,407.16176,249.05214,466.23526,308.12564,326.13639,484.24601,184.07332
"PC(21:1) PC(4:1_17:0)",578.3817,395.31566,433.27138,249.05214,492.34488,308.12564,326.13639,510.35563,184.07332
"PC(21:2) PC(4:1_17:1)",576.36604,393.3,431.25572,249.05214,490.32922,308.12564,326.13639,508.33997,184.07332
"PC(21:3) PC(4:1_17:2)",574.35038,391.28434,429.24006,249.05214,488.31356,308.12564,326.13639,506.32431,184.07332
"PC(21:4) PC(4:1_17:3)",572.33472,389.26868,427.2244,249.05214,486.2979,308.12564,326.13639,504.30865,184.07332
"PC(21:5) PC(4:1_17:4)",570.31906,387.25302,425.20874,249.05214,484.28224,308.12564,326.13639,502.29299,184.07332
"PC(21:6) PC(4:1_17:5)",568.3034,385.23736,423.19308,249.05214,482.26658,308.12564,326.13639,500.27733,184.07332
"PC(21:7) PC(4:1_17:6)",566.28774,383.2217,421.17742,249.05214,480.25092,308.12564,326.13639,498.26167,184.07332
"PC(22:1) PC(4:1_18:0)",592.39736,409.33132,447.28704,249.05214,506.36054,308.12564,326.13639,524.37129,184.07332
"PC(22:2) PC(4:1_18:1)",590.3817,407.31566,445.27138,249.05214,504.34488,308.12564,326.13639,522.35563,184.07332
"PC(22:3) PC(4:1_18:2)",588.36604,405.3,443.25572,249.05214,502.32922,308.12564,326.13639,520.33997,184.07332
"PC(22:4) PC(4:1_18:3)",586.35038,403.28434,441.24006,249.05214,500.31356,308.12564,326.13639,518.32431,184.07332
"PC(22:5) PC(4:1_18:4)",584.33472,401.26868,439.2244,249.05214,498.2979,308.12564,326.13639,516.30865,184.07332
"PC(22:6) PC(4:1_18:5)",582.31906,399.25302,437.20874,249.05214,496.28224,308.12564,326.13639,514.29299,184.07332
"PC(22:7) PC(4:1_18:6)",580.3034,397.23736,435.19308,249.05214,494.26658,308.12564,326.13639,512.27733,184.07332
"PC(23:1) PC(4:1_19:0)",606.41302,423.34698,461.3027,249.05214,520.3762,308.12564,326.13639,538.38695,184.07332
"PC(23:2) PC(4:1_19:1)",604.39736,421.33132,459.28704,249.05214,518.36054,308.12564,326.13639,536.37129,184.07332
"PC(23:3) PC(4:1_19:2)",602.3817,419.31566,457.27138,249.05214,516.34488,308.12564,326.13639,534.35563,184.07332
"PC(23:4) PC(4:1_19:3)",600.36604,417.3,455.25572,249.05214,514.32922,308.12564,326.13639,532.33997,184.07332
"PC(23:5) PC(4:1_19:4)",598.35038,415.28434,453.24006,249.05214,512.31356,308.12564,326.13639,530.32431,184.07332
"PC(23:6) PC(4:1_19:5)",596.33472,413.26868,451.2244,249.05214,510.2979,308.12564,326.13639,528.30865,184.07332
"PC(23:7) PC(4:1_19:6)",594.31906,411.25302,449.20874,249.05214,508.28224,308.12564,326.13639,526.29299,184.07332
"PC(24:1) PC(4:1_20:0)",620.42868,437.36264,475.31836,249.05214,534.39186,308.12564,326.13639,552.40261,184.07332
"PC(24:2) PC(4:1_20:1)",618.41302,435.34698,473.3027,249.05214,532.3762,308.12564,326.13639,550.38695,184.07332
"PC(24:3) PC(4:1_20:2)",616.39736,433.33132,471.28704,249.05214,530.36054,308.12564,326.13639,548.37129,184.07332
"PC(24:4) PC(4:1_20:3)",614.3817,431.31566,469.27138,249.05214,528.34488,308.12564,326.13639,546.35563,184.07332
"PC(24:5) PC(4:1_20:4)",612.36604,429.3,467.25572,249.05214,526.32922,308.12564,326.13639,544.33997,184.07332
"PC(24:6) PC(4:1_20:5)",610.35038,427.28434,465.24006,249.05214,524.31356,308.12564,326.13639,542.32431,184.07332
"PC(24:7) PC(4:1_20:6)",608.33472,425.26868,463.2244,249.05214,522.2979,308.12564,326.13639,540.30865,184.07332
"PC(25:1) PC(4:1_21:0)",634.44434,451.3783,489.33402,249.05214,548.40752,308.12564,326.13639,566.41827,184.07332
"PC(25:2) PC(4:1_21:1)",632.42868,449.36264,487.31836,249.05214,546.39186,308.12564,326.13639,564.40261,184.07332
"PC(25:3) PC(4:1_21:2)",630.41302,447.34698,485.3027,249.05214,544.3762,308.12564,326.13639,562.38695,184.07332
"PC(25:4) PC(4:1_21:3)",628.39736,445.33132,483.28704,249.05214,542.36054,308.12564,326.13639,560.37129,184.07332
"PC(25:5) PC(4:1_21:4)",626.3817,443.31566,481.27138,249.05214,540.34488,308.12564,326.13639,558.35563,184.07332
"PC(25:6) PC(4:1_21:5)",624.36604,441.3,479.25572,249.05214,538.32922,308.12564,326.13639,556.33997,184.07332
"PC(25:7) PC(4:1_21:6)",622.35038,439.28434,477.24006,249.05214,536.31356,308.12564,326.13639,554.32431,184.07332
"PC(26:1) PC(4:1_22:0)",648.46,465.39396,503.34968,249.05214,562.42318,308.12564,326.13639,580.43393,184.07332
"PC(26:2) PC(4:1_22:1)",646.44434,463.3783,501.33402,249.05214,560.40752,308.12564,326.13639,578.41827,184.07332
"PC(26:3) PC(4:1_22:2)",644.42868,461.36264,499.31836,249.05214,558.39186,308.12564,326.13639,576.40261,184.07332
"PC(26:4) PC(4:1_22:3)",642.41302,459.34698,497.3027,249.05214,556.3762,308.12564,326.13639,574.38695,184.07332
"PC(26:5) PC(4:1_22:4)",640.39736,457.33132,495.28704,249.05214,554.36054,308.12564,326.13639,572.37129,184.07332
"PC(26:6) PC(4:1_22:5)",638.3817,455.31566,493.27138,249.05214,552.34488,308.12564,326.13639,570.35563,184.07332
"PC(26:7) PC(4:1_22:6)",636.36604,453.3,491.25572,249.05214,550.32922,308.12564,326.13639,568.33997,184.07332
"PC(27:1) PC(4:1_23:0)",662.47566,479.40962,517.36534,249.05214,576.43884,308.12564,326.13639,594.44959,184.07332
"PC(27:2) PC(4:1_23:1)",660.46,477.39396,515.34968,249.05214,574.42318,308.12564,326.13639,592.43393,184.07332
"PC(27:3) PC(4:1_23:2)",658.44434,475.3783,513.33402,249.05214,572.40752,308.12564,326.13639,590.41827,184.07332
"PC(27:4) PC(4:1_23:3)",656.42868,473.36264,511.31836,249.05214,570.39186,308.12564,326.13639,588.40261,184.07332
"PC(27:5) PC(4:1_23:4)",654.41302,471.34698,509.3027,249.05214,568.3762,308.12564,326.13639,586.38695,184.07332
"PC(27:6) PC(4:1_23:5)",652.39736,469.33132,507.28704,249.05214,566.36054,308.12564,326.13639,584.37129,184.07332
"PC(27:7) PC(4:1_23:6)",650.3817,467.31566,505.27138,249.05214,564.34488,308.12564,326.13639,582.35563,184.07332
"PC(28:1) PC(4:1_24:0)",676.49132,493.42528,531.381,249.05214,590.4545,308.12564,326.13639,608.46525,184.07332
"PC(28:2) PC(4:1_24:1)",674.47566,491.40962,529.36534,249.05214,588.43884,308.12564,326.13639,606.44959,184.07332
"PC(28:3) PC(4:1_24:2)",672.46,489.39396,527.34968,249.05214,586.42318,308.12564,326.13639,604.43393,184.07332
"PC(28:4) PC(4:1_24:3)",670.44434,487.3783,525.33402,249.05214,584.40752,308.12564,326.13639,602.41827,184.07332
"PC(28:5) PC(4:1_24:4)",668.42868,485.36264,523.31836,249.05214,582.39186,308.12564,326.13639,600.40261,184.07332
"PC(28:6) PC(4:1_24:5)",666.41302,483.34698,521.3027,249.05214,580.3762,308.12564,326.13639,598.38695,184.07332
"PC(28:7) PC(4:1_24:6)",664.39736,481.33132,519.28704,249.05214,578.36054,308.12564,326.13639,596.37129,184.07332
"PC(29:1) PC(4:1_25:0)",690.50698,507.44094,545.39666,249.05214,604.47016,308.12564,326.13639,622.48091,184.07332
"PC(29:2) PC(4:1_25:1)",688.49132,505.42528,543.381,249.05214,602.4545,308.12564,326.13639,620.46525,184.07332
"PC(29:3) PC(4:1_25:2)",686.47566,503.40962,541.36534,249.05214,600.43884,308.12564,326.13639,618.44959,184.07332
"PC(29:4) PC(4:1_25:3)",684.46,501.39396,539.34968,249.05214,598.42318,308.12564,326.13639,616.43393,184.07332
"PC(29:5) PC(4:1_25:4)",682.44434,499.3783,537.33402,249.05214,596.40752,308.12564,326.13639,614.41827,184.07332
"PC(29:6) PC(4:1_25:5)",680.42868,497.36264,535.31836,249.05214,594.39186,308.12564,326.13639,612.40261,184.07332
"PC(29:7) PC(4:1_25:6)",678.41302,495.34698,533.3027,249.05214,592.3762,308.12564,326.13639,610.38695,184.07332
"PC(30:1) PC(4:1_26:0)",704.52264,521.4566,559.41232,249.05214,618.48582,308.12564,326.13639,636.49657,184.07332
"PC(30:2) PC(4:1_26:1)",702.50698,519.44094,557.39666,249.05214,616.47016,308.12564,326.13639,634.48091,184.07332
"PC(30:3) PC(4:1_26:2)",700.49132,517.42528,555.381,249.05214,614.4545,308.12564,326.13639,632.46525,184.07332
"PC(30:4) PC(4:1_26:3)",698.47566,515.40962,553.36534,249.05214,612.43884,308.12564,326.13639,630.44959,184.07332
"PC(30:5) PC(4:1_26:4)",696.46,513.39396,551.34968,249.05214,610.42318,308.12564,326.13639,628.43393,184.07332
"PC(30:6) PC(4:1_26:5)",694.44434,511.3783,549.33402,249.05214,608.40752,308.12564,326.13639,626.41827,184.07332
"PC(30:7) PC(4:1_26:6)",692.42868,509.36264,547.31836,249.05214,606.39186,308.12564,326.13639,624.40261,184.07332
"PC(31:1) PC(4:1_27:0)",718.5383,535.47226,573.42798,249.05214,632.50148,308.12564,326.13639,650.51223,184.07332
"PC(31:2) PC(4:1_27:1)",716.52264,533.4566,571.41232,249.05214,630.48582,308.12564,326.13639,648.49657,184.07332
"PC(31:3) PC(4:1_27:2)",714.50698,531.44094,569.39666,249.05214,628.47016,308.12564,326.13639,646.48091,184.07332
"PC(31:4) PC(4:1_27:3)",712.49132,529.42528,567.381,249.05214,626.4545,308.12564,326.13639,644.46525,184.07332
"PC(31:5) PC(4:1_27:4)",710.47566,527.40962,565.36534,249.05214,624.43884,308.12564,326.13639,642.44959,184.07332
"PC(31:6) PC(4:1_27:5)",708.46,525.39396,563.34968,249.05214,622.42318,308.12564,326.13639,640.43393,184.07332
"PC(31:7) PC(4:1_27:6)",706.44434,523.3783,561.33402,249.05214,620.40752,308.12564,326.13639,638.41827,184.07332
"PC(32:1) PC(4:1_28:0)",732.55396,549.48792,587.44364,249.05214,646.51714,308.12564,326.13639,664.52789,184.07332
"PC(32:2) PC(4:1_28:1)",730.5383,547.47226,585.42798,249.05214,644.50148,308.12564,326.13639,662.51223,184.07332
"PC(32:3) PC(4:1_28:2)",728.52264,545.4566,583.41232,249.05214,642.48582,308.12564,326.13639,660.49657,184.07332
"PC(32:4) PC(4:1_28:3)",726.50698,543.44094,581.39666,249.05214,640.47016,308.12564,326.13639,658.48091,184.07332
"PC(32:5) PC(4:1_28:4)",724.49132,541.42528,579.381,249.05214,638.4545,308.12564,326.13639,656.46525,184.07332
"PC(32:6) PC(4:1_28:5)",722.47566,539.40962,577.36534,249.05214,636.43884,308.12564,326.13639,654.44959,184.07332
"PC(32:7) PC(4:1_28:6)",720.46,537.39396,575.34968,249.05214,634.42318,308.12564,326.13639,652.43393,184.07332
"PC(33:1) PC(4:1_29:0)",746.56962,563.50358,601.4593,249.05214,660.5328,308.12564,326.13639,678.54355,184.07332
"PC(33:2) PC(4:1_29:1)",744.55396,561.48792,599.44364,249.05214,658.51714,308.12564,326.13639,676.52789,184.07332
"PC(33:3) PC(4:1_29:2)",742.5383,559.47226,597.42798,249.05214,656.50148,308.12564,326.13639,674.51223,184.07332
"PC(33:4) PC(4:1_29:3)",740.52264,557.4566,595.41232,249.05214,654.48582,308.12564,326.13639,672.49657,184.07332
"PC(33:5) PC(4:1_29:4)",738.50698,555.44094,593.39666,249.05214,652.47016,308.12564,326.13639,670.48091,184.07332
"PC(33:6) PC(4:1_29:5)",736.49132,553.42528,591.381,249.05214,650.4545,308.12564,326.13639,668.46525,184.07332
"PC(33:7) PC(4:1_29:6)",734.47566,551.40962,589.36534,249.05214,648.43884,308.12564,326.13639,666.44959,184.07332
"PC(34:1) PC(4:1_30:0)",760.58528,577.51924,615.47496,249.05214,674.54846,308.12564,326.13639,692.55921,184.07332
"PC(34:2) PC(4:1_30:1)",758.56962,575.50358,613.4593,249.05214,672.5328,308.12564,326.13639,690.54355,184.07332
"PC(34:3) PC(4:1_30:2)",756.55396,573.48792,611.44364,249.05214,670.51714,308.12564,326.13639,688.52789,184.07332
"PC(34:4) PC(4:1_30:3)",754.5383,571.47226,609.42798,249.05214,668.50148,308.12564,326.13639,686.51223,184.07332
"PC(34:5) PC(4:1_30:4)",752.52264,569.4566,607.41232,249.05214,666.48582,308.12564,326.13639,684.49657,184.07332
"PC(34:6) PC(4:1_30:5)",750.50698,567.44094,605.39666,249.05214,664.47016,308.12564,326.13639,682.48091,184.07332
"PC(34:7) PC(4:1_30:6)",748.49132,565.42528,603.381,249.05214,662.4545,308.12564,326.13639,680.46525,184.07332
"PC(35:1) PC(4:1_31:0)",774.60094,591.5349,629.49062,249.05214,688.56412,308.12564,326.13639,706.57487,184.07332
"PC(35:2) PC(4:1_31:1)",772.58528,589.51924,627.47496,249.05214,686.54846,308.12564,326.13639,704.55921,184.07332
"PC(35:3) PC(4:1_31:2)",770.56962,587.50358,625.4593,249.05214,684.5328,308.12564,326.13639,702.54355,184.07332
"PC(35:4) PC(4:1_31:3)",768.55396,585.48792,623.44364,249.05214,682.51714,308.12564,326.13639,700.52789,184.07332
"PC(35:5) PC(4:1_31:4)",766.5383,583.47226,621.42798,249.05214,680.50148,308.12564,326.13639,698.51223,184.07332
"PC(35:6) PC(4:1_31:5)",764.52264,581.4566,619.41232,249.05214,678.48582,308.12564,326.13639,696.49657,184.07332
"PC(35:7) PC(4:1_31:6)",762.50698,579.44094,617.39666,249.05214,676.47016,308.12564,326.13639,694.48091,184.07332
"PC(36:1) PC(4:1_32:0)",788.6166,605.55056,643.50628,249.05214,702.57978,308.12564,326.13639,720.59053,184.07332
"PC(36:2) PC(4:1_32:1)",786.60094,603.5349,641.49062,249.05214,700.56412,308.12564,326.13639,718.57487,184.07332
"PC(36:3) PC(4:1_32:2)",784.58528,601.51924,639.47496,249.05214,698.54846,308.12564,326.13639,716.55921,184.07332
"PC(36:4) PC(4:1_32:3)",782.56962,599.50358,637.4593,249.05214,696.5328,308.12564,326.13639,714.54355,184.07332
"PC(36:5) PC(4:1_32:4)",780.55396,597.48792,635.44364,249.05214,694.51714,308.12564,326.13639,712.52789,184.07332
"PC(36:6) PC(4:1_32:5)",778.5383,595.47226,633.42798,249.05214,692.50148,308.12564,326.13639,710.51223,184.07332
"PC(36:7) PC(4:1_32:6)",776.52264,593.4566,631.41232,249.05214,690.48582,308.12564,326.13639,708.49657,184.07332
"PC(37:1) PC(4:1_33:0)",802.63226,619.56622,657.52194,249.05214,716.59544,308.12564,326.13639,734.60619,184.07332
"PC(37:2) PC(4:1_33:1)",800.6166,617.55056,655.50628,249.05214,714.57978,308.12564,326.13639,732.59053,184.07332
"PC(37:3) PC(4:1_33:2)",798.60094,615.5349,653.49062,249.05214,712.56412,308.12564,326.13639,730.57487,184.07332
"PC(37:4) PC(4:1_33:3)",796.58528,613.51924,651.47496,249.05214,710.54846,308.12564,326.13639,728.55921,184.07332
"PC(37:5) PC(4:1_33:4)",794.56962,611.50358,649.4593,249.05214,708.5328,308.12564,326.13639,726.54355,184.07332
"PC(37:6) PC(4:1_33:5)",792.55396,609.48792,647.44364,249.05214,706.51714,308.12564,326.13639,724.52789,184.07332
"PC(37:7) PC(4:1_33:6)",790.5383,607.47226,645.42798,249.05214,704.50148,308.12564,326.13639,722.51223,184.07332
"PC(38:1) PC(4:1_34:0)",816.64792,633.58188,671.5376,249.05214,730.6111,308.12564,326.13639,748.62185,184.07332
"PC(38:2) PC(4:1_34:1)",814.63226,631.56622,669.52194,249.05214,728.59544,308.12564,326.13639,746.60619,184.07332
"PC(38:3) PC(4:1_34:2)",812.6166,629.55056,667.50628,249.05214,726.57978,308.12564,326.13639,744.59053,184.07332
"PC(38:4) PC(4:1_34:3)",810.60094,627.5349,665.49062,249.05214,724.56412,308.12564,326.13639,742.57487,184.07332
"PC(38:5) PC(4:1_34:4)",808.58528,625.51924,663.47496,249.05214,722.54846,308.12564,326.13639,740.55921,184.07332
"PC(38:6) PC(4:1_34:5)",806.56962,623.50358,661.4593,249.05214,720.5328,308.12564,326.13639,738.54355,184.07332
"PC(38:7) PC(4:1_34:6)",804.55396,621.48792,659.44364,249.05214,718.51714,308.12564,326.13639,736.52789,184.07332
"PC(39:1) PC(4:1_35:0)",830.66358,647.59754,685.55326,249.05214,744.62676,308.12564,326.13639,762.63751,184.07332
"PC(39:2) PC(4:1_35:1)",828.64792,645.58188,683.5376,249.05214,742.6111,308.12564,326.13639,760.62185,184.07332
"PC(39:3) PC(4:1_35:2)",826.63226,643.56622,681.52194,249.05214,740.59544,308.12564,326.13639,758.60619,184.07332
"PC(39:4) PC(4:1_35:3)",824.6166,641.55056,679.50628,249.05214,738.57978,308.12564,326.13639,756.59053,184.07332
"PC(39:5) PC(4:1_35:4)",822.60094,639.5349,677.49062,249.05214,736.56412,308.12564,326.13639,754.57487,184.07332
